2950,1100,1550
2950,1100,1550
2550,1500,1550
2550,1500,1550
2350,1750,1550
2350,1750,1550
2000,2300,1550
2000,2300,1550
2950,1050,1600
2550,1450,1600
2350,1700,1600
2000,2250,1600
1850,2550,1600
1600,3150,1600
1550,3300,1600
1500,3450,1600
1450,3600,1600
1250,4400,1600
1200,4600,1600
1150,4850,1600
2950,1000,1650
2550,1400,1650
2350,1650,1650
2000,2200,1650
1850,2500,1650
1600,3100,1650
1550,3250,1650
1500,3400,1650
1450,3550,1650
1250,4350,1650
1200,4550,1650
1150,4800,1650
2550,1350,1700
2350,1600,1700
2000,2150,1700
1850,2450,1700
1800,2550,1700
1600,3050,1700
1550,3200,1700
1500,3350,1700
1450,3500,1700
1250,4300,1700
1200,4500,1700
1150,4750,1700
2550,1300,1750
2350,1550,1750
2000,2100,1750
2000,1150,2700
1950,1250,2700
1900,1350,2700
1850,1450,2700
1550,2200,2700
1500,2350,2700
1250,3300,2700
1200,3500,2700
1150,3750,2700
1100,4050,2700
1050,4350,2700
950,5000,2700
2000,1100,2750
1950,1200,2750
1900,1300,2750
1850,1400,2750
1550,2150,2750
1500,2300,2750
1250,3250,2750
1200,3450,2750
1150,3700,2750
1100,4000,2750
1050,4300,2750
950,4950,2750
2000,1050,2800
1950,1150,2800
1900,1250,2800
1850,1350,2800
1550,2100,2800
1500,2250,2800
1250,3200,2800
1150,3650,2800
1100,3950,2800
1050,4250,2800
950,4900,2800
2000,1000,2850
1950,1100,2850
1900,1200,2850
1850,1300,2850
1550,2050,2850
1500,2200,2850
1400,2550,2850
1250,3150,2850
1100,3900,2850
1050,4200,2850
1000,4500,2850
950,4850,2850
1950,1050,2900
1900,1150,2900
1850,1250,2900
1550,2000,2900
1500,2150,2900
1400,2500,2900
1250,3100,2900
1100,3850,2900
1050,4150,2900
950,4800,2900
1950,1000,2950
1900,1100,2950
1850,1200,2950
1550,1950,2950
1500,2100,2950
1400,2450,2950
1250,3050,2950
1100,3800,2950
1050,4100,2950
950,4750,2950
1900,1050,3000
1850,1150,3000
1550,1900,3000
1500,2050,3000
1400,2400,3000
1250,3000,3000
1100,3750,3000
1050,4050,3000
950,4700,3000
1900,1000,3050
1850,1100,3050
1550,1850,3050
1500,2000,3050
1400,2350,3050
1250,2950,3050
1100,3700,3050
1050,4000,3050
950,4650,3050
900,5000,3050
1850,1050,3100
1550,1800,3100
1500,1950,3100
1400,2300,3100
1250,2900,3100
1100,3650,3100
950,4600,3100
900,4950,3100
1850,1000,3150
1550,1750,3150
1500,1900,3150
1400,2250,3150
1250,2850,3150
1200,3050,3150
1100,3600,3150
950,4550,3150
900,4900,3150
1550,1700,3200
1500,1850,3200
1400,2200,3200
1250,2800,3200
1200,3000,3200
1700,1250,3250
1550,1650,3250
1500,1800,3250
1400,2150,3250
1350,2350,3250
1250,2750,3250
1100,3500,3250
950,4450,3250
900,4800,3250
1700,1200,3300
1500,1750,3300
1400,2100,3300
1350,2300,3300
1250,2700,3300
950,4400,3300
900,4750,3300
1700,1150,3350
1500,1700,3350
1400,2050,3350
1350,2250,3350
1250,2650,3350
1050,3700,3350
950,4350,3350
900,4700,3350
1700,1100,3400
1500,1650,3400
1400,2000,3400
1350,2200,3400
1250,2600,3400
1050,3650,3400
950,4300,3400
900,4650,3400
1700,1050,3450
1500,1600,3450
1400,1950,3450
1350,2150,3450
1250,2550,3450
1050,3600,3450
950,4250,3450
900,4600,3450
1700,1000,3500
1500,1550,3500
1400,1900,3500
1350,2100,3500
1250,2500,3500
1050,3550,3500
950,4200,3500
900,4550,3500
850,5000,3500
1400,1850,3550
1350,2050,3550
1300,2250,3550
1250,2450,3550
1050,3500,3550
950,4150,3550
900,4500,3550
850,4950,3550
1400,1800,3600
1350,2000,3600
1300,2200,3600
1250,2400,3600
950,4100,3600
900,4450,3600
850,4900,3600
