500,4750,1250
550,2250,3750
500,4750,3750
100,1000,3000
700,3000,3500
450,2250,4250
500,3750,4750
1450,1500,3250
250,1500,1750
2200,1250,1000
1750,1250,2250
100,2000,2500
2450,1750,1250
2250,1000,2000
1150,1500,1500
800,3000,3750
1000,2000,4500
550,1250,3500
850,2500,2000
300,3500,1500
900,2750,4250
1050,1750,4750
900,3250,1500
400,4500,2500
2300,1500,1750
600,1500,4750
2500,1000,2000
500,1500,3250
1250,4500,1000
500,2000,3500
1450,1250,3000
950,1500,2000
1700,2000,2250
1050,1500,4500
2200,1500,2000
3100,1000,1250
850,3500,2000
1100,3250,1250
1150,1000,2500
950,2750,1250
250,3750,1250
1450,2250,2000
2050,1000,1000
1250,1500,2750
900,1500,2250
1900,1250,1750
550,3000,1750
150,4250,3250
1050,3500,3500
1550,2000,1500
300,1250,5000
950,1500,2250
1600,3750,1000
1550,2500,2000
350,3000,3750
950,2000,1500
1000,4250,2750
600,3750,4250
850,2500,4000
1050,2750,2000
850,1750,2250
650,2500,4000
900,2750,4750
250,2000,3000
650,2250,3000
1150,1750,2750
800,1000,3500
800,2000,1500
1450,2750,1500
2300,1250,1500
950,1750,4000
350,4500,2250
800,3750,5000
1050,1250,2750
600,1000,2500
2000,1500,1000
100,3000,3500
850,1500,2250
350,3250,1250
1550,2750,1250
800,1000,1250
2700,1250,1000
550,3000,3000
400,2000,2500
1100,5000,1000
150,5000,4750
150,1250,1500
650,1750,2750
1650,2250,2250
1300,3250,2250
450,3250,2500
1350,4000,1250
3900,1000,1000
550,2000,1000
500,1500,4000
950,3500,2250
2750,1750,1000
800,1250,4500
1000,1250,5000
1450,1250,2250
1650,1250,2500
900,4750,2250
600,2000,2000
1350,1000,4500
800,3500,4000
550,3500,3500
950,1750,3000
250,1500,1250
1550,1000,3750
950,4250,1000
1450,1250,1000
250,4250,2000
1100,1500,1000
900,4750,1000
100,1500,2000
1750,2500,1500
1200,3500,1500
300,1000,4000
1550,2250,2500
1250,1750,3000
400,1250,3750
400,1500,3250
1050,2250,3250
150,3500,3000
1450,1000,3250
1450,3500,1000
1450,3750,1250
1400,1250,1000
450,1500,3000
1500,1250,3750
900,1750,1500
1600,1000,2250
1350,1750,2750
950,3250,3750
250,2750,2000
550,1250,1250
1250,1000,1250
600,1750,3250
500,4250,4000
550,4000,4250
1400,2000,1000
800,4250,3750
950,2250,5000
1450,1000,1500
450,1000,1000
500,2000,4500
1100,4250,2250
150,1750,3250
2300,1250,1250
300,1250,2750
1250,2250,3500
1600,1500,1250
1400,1750,2750
100,1000,3750
950,1750,4750
900,2000,4750
950,1500,4250
650,1750,2250
750,1750,1750
100,1500,3000
550,1250,1500
700,1500,3500
150,1500,2500
1050,2000,3750
200,2250,3250
1050,4250,1250
2450,1250,1500
700,3000,3250
1050,2000,5000
600,1000,1500
500,2000,2000
1300,1500,2250
850,3500,4750
1750,2000,2000
850,3000,4500
300,1750,1000
950,3000,1250
850,1500,3750
350,4000,1000
900,1500,1000
1350,1500,3750
350,2750,1000
350,2000,4500
150,2750,1750
650,1250,1250
950,1750,1250
400,3750,2250
750,3750,1500
700,2250,1250
1550,3000,1500
2900,1250,1250
150,4250,3500
1000,3000,3250
500,2750,3750
800,5000,2000
500,2250,3250
250,1250,2000
600,1000,4750
800,1500,3750
1000,3250,1500
1050,2250,2750
1900,1000,2750
750,2250,3500
400,2750,2000
400,3000,2750
900,2750,2250
750,2500,1750
1200,1750,3500
750,3750,4250
650,1750,2500
950,5000,1500
250,4750,4000
1250,1250,2000
800,1250,4250
500,3500,3500
1250,3000,2250
700,3500,1500
800,1750,2000
350,3500,1750
950,2000,2500
1050,1750,2250
800,4000,2750
750,1750,2500
1000,1250,3250
100,2000,3750
1250,1000,4000
1050,2000,2750
1700,1000,1500
1300,4000,1500
1150,2500,3000
100,1000,2500
1250,2000,1000
700,2250,1750
900,3000,4250
3050,1000,1000
1350,4500,1000
1000,2250,3000
700,2500,4750
1200,1750,1250
200,3000,1500
400,5000,1000
650,1750,2000
500,2500,3750
650,1250,3500
450,3000,1750
450,2000,2500
1050,3750,3250
1450,1000,3500
800,1500,2500
1750,1500,1250
850,2500,5000
1850,2250,1500
100,3500,1250
150,2500,3000
350,1250,3000
150,1500,1500
850,2250,3500
1050,1750,3500
350,1250,1500
800,1750,4250
400,2500,5000
3750,1000,1000
200,1000,3500
1150,2750,2000
1300,3500,2250
1650,1000,3000
600,2000,4500
200,1750,1750
350,3750,1750
100,3250,3000
800,4250,4750
700,1750,3250
300,1000,4250
250,4000,3250
1050,2000,4250
850,2000,1250
1250,3250,1750
1300,3500,1000
1450,3750,1000
150,4250,1250
2000,2500,1000
400,3250,2500
1800,2500,1500
500,2250,1750
1000,2500,1000
1000,3000,2500
300,3250,2750
750,4000,1750
1300,2250,1500
300,2750,2250
650,4000,4750
300,1250,1500
900,3750,2500
950,1500,1000
1050,1250,1000
600,1750,4250
1500,1750,2500
1550,1750,1750
1200,1500,2750
150,1500,3250
550,4750,2000
250,4250,4750
500,1000,3250
1250,1750,2500
450,2750,3750
450,1000,3000
450,2250,1000
100,1750,2000
1100,4500,2250
950,1000,4250
950,2250,2250
600,2250,3250
900,4750,2750
700,3000,3000
1500,1750,3000
1350,3500,2000
1600,2000,2500
1200,1750,3250
2900,1250,1000
950,1250,1500
2350,1750,1250
600,4500,4500
800,2000,4500
400,1000,3750
500,3250,3000
1950,1750,2000
450,3750,1750
1100,1250,1500
800,2000,1000
750,4750,3250
1850,1500,1500
1950,1250,2000
1650,2750,1000
1100,1000,4500
800,2250,2500
1150,3750,2500
150,3500,3250
550,3000,5000
700,1500,2000
550,2500,2250
200,1500,2750
850,3500,3750
900,3250,1750
200,1500,4500
2200,1750,1750
900,2750,1000
300,4250,4250
350,2750,1500
100,1250,3750
1800,1750,2500
950,4000,1500
700,2000,1500
650,2750,4500
250,2500,1750
1150,2250,3500
800,5000,4250
900,4250,2500
200,2250,1500
500,2500,2750
550,3000,1250
600,1500,2250
1250,2500,1500
2350,1750,1000
550,1500,1250
250,3500,1500
250,4250,1250
2850,1000,1500
350,3000,2500
500,3250,2000
1050,4250,2750
900,1750,5000
900,4000,1500
1600,1750,3000
1150,3000,1250
450,3750,3500
1050,1500,2500
650,2250,4000
450,3500,4000
2350,1500,1750
1100,2000,3250
100,1750,5000
1000,4750,2750
200,2750,2000
350,1750,3000
2650,1250,1250
1150,2750,2250
550,1500,2000
650,1500,5000
350,2250,2750
800,1500,1000
750,5000,1750
450,2000,2750
1150,1250,4750
900,5000,1250
750,4250,1000
250,5000,1000
600,5000,4250
1150,3500,3000
300,1000,1000
950,1500,2500
800,4500,4500
1450,1250,3750
1300,2750,2000
1300,1500,4250
1750,1000,1750
650,2750,3500
850,1000,2250
1000,3500,2500
1900,2500,1500
2700,1000,1000
250,4500,1000
950,4000,1000
1400,3750,1500
900,3500,3750
2200,1250,1250
650,4250,1000
1100,3750,1250
2050,1000,1500
550,2250,3500
100,1500,3250
1200,1000,4000
1100,1250,2000
400,2250,4500
1650,2000,1500
1000,1250,1750
1150,3250,2750
1100,2500,2250
1200,1250,1500
600,4000,2500
400,2250,3000
1400,1000,4000
850,3000,4000
1400,1250,3750
650,4250,1250
1200,2250,1000
650,1000,2500
700,4750,2750
550,2000,1250
900,1750,2250
250,2750,4250
2450,1000,1750
1000,2250,4750
1100,1500,2500
1500,1000,2250
200,3750,1500
450,3000,2250
1100,4250,2500
300,4750,2750
1150,2750,3000
1600,1750,2000
1000,3750,2000
1200,4250,1000
600,2750,2000
1050,4500,1000
1750,1000,2250
1700,1250,3000
550,3000,2750
450,5000,1500
900,2500,1750
300,3750,2250
350,2250,3500
900,1000,4250
1350,2000,1500
1200,2250,2500
850,2000,1750
950,1750,2500
950,4000,3750
400,1500,2500
950,1750,4500
700,3000,1000
850,1750,2750
1750,2250,1500
300,1000,3250
2550,1250,1000
650,3000,3500
800,2250,1000
1150,3750,2250
1150,1250,3750
200,5000,4750
