500,2250,2250
1650,1000,2750
1800,1000,1250
100,2500,5000
700,3500,2500
750,3500,1750
900,3250,3250
400,1750,2750
1000,2250,1250
900,2750,5000
650,2750,1750
950,4500,3000
1100,3500,1000
700,4000,4000
100,1000,2750
2200,1500,1000
150,1500,1000
150,1750,3000
1100,1250,4000
1300,1000,1500
550,2250,5000
950,3750,2750
150,3250,4250
1100,1000,3750
700,3250,2250
700,2500,4500
600,2250,4250
500,1250,1250
1200,1000,1500
200,3750,4000
900,2000,1500
800,3750,3250
1100,1500,1500
750,1250,3750
850,2000,3250
750,4000,2250
250,1000,1250
650,4750,2500
100,3750,4500
1550,1500,3000
150,2500,2000
1100,2250,2250
1200,2750,1500
550,3000,3250
650,2250,2750
200,2750,3750
350,1750,3500
850,3000,3750
1000,2500,3500
1050,3000,2750
2150,1500,1500
650,3250,3750
100,4000,2750
450,1500,4000
950,3500,2000
200,4250,4500
650,2750,4750
400,4500,1000
400,2500,4750
150,4000,2000
1150,3500,2750
150,1250,4500
400,2750,1250
900,2250,4500
600,4500,1000
200,3500,3000
550,3750,1750
1050,1250,4000
1250,2750,1000
550,4000,4750
1050,2500,4000
100,5000,4250
300,4250,4250
900,1750,1000
1750,1000,1250
1700,2750,1000
1900,2500,1500
2700,1250,1500
1950,1750,1250
200,2750,2750
1600,3000,1000
600,4500,5000
250,2000,2750
800,3250,1000
850,3000,2750
700,2500,3500
250,4750,2250
1600,1500,2750
1350,2250,2000
700,4750,1500
700,2500,1000
1700,1750,1750
150,4000,3750
850,4750,2000
700,2750,2250
550,3250,1250
850,4750,3000
750,2750,3750
250,2250,3500
350,2500,1500
700,1750,1750
150,5000,1750
250,4500,1000
200,3500,2250
450,1750,3000
650,4500,2250
750,5000,1750
450,3750,4000
500,1000,4750
1450,1500,2250
200,3000,3000
450,4000,2750
100,4000,3250
100,1750,1750
800,3250,1250
650,1250,1750
1150,1250,2750
1500,2250,2750
1600,3000,1750
1400,1750,2500
400,3750,4000
2100,1000,1250
100,1750,2000
1900,2250,1500
850,4500,3250
150,2250,4500
300,1500,1750
200,4750,2250
1000,3750,1000
2100,2500,1000
3000,1250,1250
700,2750,2000
250,1750,5000
1750,1250,1000
650,4000,2750
200,1250,4250
550,3500,2250
200,4250,5000
1000,2250,2750
300,2750,2000
250,3500,3250
700,3500,2000
1300,3000,2750
900,3250,2000
100,2250,4500
300,2750,3250
850,4000,2250
200,5000,2250
350,1500,4000
1150,1500,2250
1100,1000,1500
850,4000,4250
900,1250,4750
1800,2000,2000
1200,3750,2000
1300,1500,1750
1000,1250,4250
550,2500,2250
1550,1500,2000
350,3750,1500
650,2000,1000
1500,1000,1000
1000,3750,2250
1650,3000,1000
1950,1000,1500
1300,2500,3000
200,2250,1250
650,3000,3750
750,4750,2750
300,5000,2250
850,2250,4750
350,1750,3750
350,4000,3250
2500,1750,1250
950,1750,1750
750,3000,1500
1600,2000,1000
1150,1250,3250
300,2000,4750
150,3500,2500
1500,2500,1250
1200,2250,2000
600,3750,2500
2550,1500,1250
2200,1750,1750
1050,1000,1750
500,2750,2250
300,5000,2500
1500,1000,3750
550,4500,1250
350,4750,3500
1150,4000,1000
850,2250,2250
700,2500,4750
800,4750,1250
1150,2250,2250
300,2750,1250
1500,3250,1000
850,3000,5000
950,4000,2250
1150,2250,3250
400,4250,4000
2600,1000,1250
550,2750,3500
700,1000,2750
150,3250,3250
500,1000,4000
100,5000,2000
2250,1000,2250
900,4750,1750
150,2750,3000
700,4750,2500
2000,1250,1750
1250,2750,1250
250,3000,3500
1500,3750,1250
2250,1250,1000
1050,1000,1500
1400,3250,1500
150,4250,5000
750,1500,2500
100,3750,2500
150,5000,2750
700,4250,2500
450,2500,1000
550,3000,4000
400,4500,3750
350,2000,1750
500,3000,3500
250,2250,1500
300,4500,4000
1300,1750,1250
300,4000,3750
350,3750,5000
1800,1500,1500
400,3250,3500
2650,1250,1500
1550,1000,3500
650,3750,5000
2600,1000,1500
650,4000,2500
450,2750,4000
1600,1000,1750
600,2750,4500
1800,1500,1750
1300,1000,4250
1100,3000,2000
1100,2500,2250
550,2750,2000
1150,5000,1250
2050,2500,1000
450,1500,2000
850,3750,4500
200,4500,3750
850,1500,3500
450,3750,2750
350,4500,2500
300,4000,2750
1700,2250,1500
2250,2000,1000
1550,3000,1250
750,4250,1000
500,3000,4250
750,2000,3000
950,2000,5000
600,1750,1750
650,4000,3000
1300,1250,1500
200,4500,2500
950,1250,5000
850,3500,4750
600,4500,4750
1000,2250,4000
1350,1750,2250
2000,1000,2250
1750,1500,2000
1450,1500,3000
950,1750,3500
200,3000,4250
3000,1000,1500
850,2500,2000
1150,3750,1500
1950,1000,1750
550,2500,4000
550,1000,4000
1200,3500,2250
750,3000,4000
100,4500,2500
750,1500,3250
750,4000,1750
600,4000,3000
450,3750,4500
350,3750,4500
1450,1000,1750
450,2750,4000
750,3750,3750
1100,1750,4500
650,3500,2250
200,5000,1750
650,4250,4750
1400,1000,1750
1600,2750,2000
550,4000,2250
1200,3000,1750
1750,1250,2500
550,3000,5000
1300,1250,1000
2700,1500,1250
1100,1750,3500
1050,5000,1500
150,3750,4250
1600,2500,1500
550,3750,3000
2300,1250,1250
600,2750,5000
1100,3250,2000
1250,1000,4000
1450,1750,2500
250,2750,4250
600,3750,1000
850,2250,3750
750,3750,1750
450,2750,1250
300,1750,2500
700,2750,3000
2100,1750,1750
300,1750,1750
400,4000,4500
1650,2750,1750
1450,3750,1000
1150,2750,3500
1400,3000,1500
1000,2750,1250
1200,2000,3750
100,4250,1500
100,1000,4500
300,4750,1250
1050,3000,4000
2300,2250,1000
1000,2500,2250
450,1750,4250
300,1000,1000
200,2250,4750
350,3250,3750
1600,1750,2750
1150,1750,1000
650,4750,1000
1100,3250,3500
1900,1750,1500
600,4250,1750
1100,3500,2250
250,1250,1250
1500,1500,1750
1150,1250,2000
250,1000,3000
1150,2000,2000
1600,1250,1750
1550,3000,1750
650,2000,3750
600,3500,3250
1800,1250,2750
1200,3750,1750
1050,2500,1500
1450,2250,1750
1500,2750,1000
250,4500,3750
100,1000,2500
850,3250,1750
550,3500,4000
950,3000,2750
1600,2250,1500
100,2750,1500
2100,1000,2000
850,2000,3000
850,4000,4000
500,2500,3250
1100,1500,1000
1400,1500,3500
850,4750,1500
1250,2750,1750
1050,2250,1500
400,4000,5000
900,3750,1250
550,2000,3250
1000,2750,3250
200,1250,2000
850,4250,1750
700,1250,1000
350,3500,2500
500,2000,1000
850,4000,2000
250,4750,4500
1050,4000,1750
150,1750,3500
350,2250,4000
1950,1250,1250
1600,2250,1000
900,3250,2250
300,4250,4500
1000,4500,1500
200,1250,3500
400,1500,3500
550,5000,3500
600,3750,2750
200,1750,2250
400,2250,4750
400,4000,1750
1050,2250,1250
500,4250,2000
1950,2250,1250
250,1250,5000
150,2750,4750
300,4250,2500
400,4000,4000
2700,1500,1000
1100,2000,2000
1550,1000,1000
1600,2250,2500
1350,1250,4000
1250,2250,3500
2550,1250,1750
950,3000,3500
1300,3250,1000
900,1500,1250
800,5000,1500
2350,1750,1250
2300,1500,1500
800,2750,4500
700,3250,4750
1450,1000,1250
750,3500,3750
1600,1000,1500
350,3250,3000
2850,1000,1250
750,3000,2000
450,3250,1000
200,1250,2750
1250,2500,2000
1350,2250,3000
1200,1750,1000
500,3500,1750
350,5000,3750
200,2000,2750
600,3500,3750
1300,1750,2250
1600,1500,2250
800,3500,4750
800,4500,2750
850,4500,1500
400,1500,1250
100,3000,1750
300,2250,4500
1000,5000,1250
650,4750,2750
450,1500,1750
100,1500,4000
1050,1750,2000
1250,2000,1250
2350,1500,1750
1700,2000,1000
100,1500,1750
550,4750,1000
1250,2250,2000
600,3000,2250
1450,1500,2500
900,4000,3500
800,3250,5000
550,2500,4250
150,3750,1500
1050,3250,3500
650,4000,3750
3000,1000,1250
400,4000,4750
1200,3000,2000
950,3750,3500
650,4000,4500
2200,1750,1500
100,1500,2000
150,5000,1250
900,3750,3750
500,2500,2750
400,1250,2250
900,1750,4000
1100,1250,2500
1500,2000,1250
1550,2250,1750
900,2750,4000
1950,1000,1250
1100,2750,3500
750,2250,2750
1300,1500,1250
800,2000,2750
1500,1250,3500
500,1500,4500
250,5000,3500
500,4500,1500
400,4500,3000
1000,1500,3000
100,1000,1500
1000,2000,2250
350,1250,3000
1550,2750,1000
1050,4000,2500
450,5000,5000
1100,3250,1500
900,2750,2000
400,3500,1000
550,5000,1750
1400,1000,1250
650,4750,4250
500,3750,1000
300,2750,3750
1650,2250,1000
400,1000,3250
500,2250,1000
500,2250,5000
1600,1500,1500
200,5000,4750
800,4250,1750
450,3750,1250
900,3000,2750
500,2500,1500
1150,3750,1750
300,1000,2500
550,2250,3250
1000,2000,4750
