6.502275373400407261e+02,1.650000000000000000e+03,1.000000000000000000e+03,2.750000000000000000e+03
1.707384313897587163e+03,1.800000000000000000e+03,1.000000000000000000e+03,1.250000000000000000e+03
1.528113474803568351e+03,1.000000000000000000e+02,2.500000000000000000e+03,5.000000000000000000e+03
7.894641005081130061e+02,7.000000000000000000e+02,3.500000000000000000e+03,2.500000000000000000e+03
1.031743680168217907e+03,7.500000000000000000e+02,3.500000000000000000e+03,1.750000000000000000e+03
3.119307697118092619e+02,9.000000000000000000e+02,3.250000000000000000e+03,3.250000000000000000e+03
2.078711682643401218e+03,4.000000000000000000e+02,1.750000000000000000e+03,2.750000000000000000e+03
1.732307565561064621e+03,1.000000000000000000e+03,2.250000000000000000e+03,1.250000000000000000e+03
1.294830690642156696e+02,9.000000000000000000e+02,2.750000000000000000e+03,5.000000000000000000e+03
1.606688257169441385e+03,6.500000000000000000e+02,2.750000000000000000e+03,1.750000000000000000e+03
7.713102026844899228e+01,9.500000000000000000e+02,4.500000000000000000e+03,3.000000000000000000e+03
9.072480518491965995e+02,1.100000000000000000e+03,3.500000000000000000e+03,1.000000000000000000e+03
4.088210942046425771e+02,7.000000000000000000e+02,4.000000000000000000e+03,4.000000000000000000e+03
3.219027213042078984e+03,1.000000000000000000e+02,1.000000000000000000e+03,2.750000000000000000e+03
1.004203947494634122e+03,2.200000000000000000e+03,1.500000000000000000e+03,1.000000000000000000e+03
4.150527550372873520e+03,1.500000000000000000e+02,1.500000000000000000e+03,1.000000000000000000e+03
2.406862949505791221e+03,1.500000000000000000e+02,1.750000000000000000e+03,3.000000000000000000e+03
5.374757753465928545e+02,1.100000000000000000e+03,1.250000000000000000e+03,4.000000000000000000e+03
2.156303676173019085e+03,1.300000000000000000e+03,1.000000000000000000e+03,1.500000000000000000e+03
7.634695803181339215e+02,5.500000000000000000e+02,2.250000000000000000e+03,5.000000000000000000e+03
2.426431458703391399e+02,9.500000000000000000e+02,3.750000000000000000e+03,2.750000000000000000e+03
1.395592749306460064e+03,1.500000000000000000e+02,3.250000000000000000e+03,4.250000000000000000e+03
8.054889065531569941e+02,1.100000000000000000e+03,1.000000000000000000e+03,3.750000000000000000e+03
9.902124093462680321e+02,7.000000000000000000e+02,3.250000000000000000e+03,2.250000000000000000e+03
5.364372509652293957e+02,7.000000000000000000e+02,2.500000000000000000e+03,4.500000000000000000e+03
8.248802084098660998e+02,6.000000000000000000e+02,2.250000000000000000e+03,4.250000000000000000e+03
3.483058699712145881e+03,5.000000000000000000e+02,1.250000000000000000e+03,1.250000000000000000e+03
2.307290788418914417e+03,1.200000000000000000e+03,1.000000000000000000e+03,1.500000000000000000e+03
1.270271449689489600e+03,2.000000000000000000e+02,3.750000000000000000e+03,4.000000000000000000e+03
1.895004755072210173e+03,9.000000000000000000e+02,2.000000000000000000e+03,1.500000000000000000e+03
3.550942456268212482e+02,8.000000000000000000e+02,3.750000000000000000e+03,3.250000000000000000e+03
1.996206372503859711e+03,1.100000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03
1.215985942233827700e+03,7.500000000000000000e+02,1.250000000000000000e+03,3.750000000000000000e+03
8.817635778333878989e+02,8.500000000000000000e+02,2.000000000000000000e+03,3.250000000000000000e+03
6.355836385217871793e+02,7.500000000000000000e+02,4.000000000000000000e+03,2.250000000000000000e+03
4.221618094596344235e+03,2.500000000000000000e+02,1.000000000000000000e+03,1.250000000000000000e+03
5.843645231109658198e+02,6.500000000000000000e+02,4.750000000000000000e+03,2.500000000000000000e+03
1.439284923145649373e+03,1.000000000000000000e+02,3.750000000000000000e+03,4.500000000000000000e+03
2.751457475243769295e+02,1.550000000000000000e+03,1.500000000000000000e+03,3.000000000000000000e+03
2.524284500258727348e+03,1.500000000000000000e+02,2.500000000000000000e+03,2.000000000000000000e+03
8.867926803486070639e+02,1.100000000000000000e+03,2.250000000000000000e+03,2.250000000000000000e+03
8.955298816240283486e+02,1.200000000000000000e+03,2.750000000000000000e+03,1.500000000000000000e+03
9.547626962558169907e+02,5.500000000000000000e+02,3.000000000000000000e+03,3.250000000000000000e+03
1.328536291355910180e+03,6.500000000000000000e+02,2.250000000000000000e+03,2.750000000000000000e+03
1.514440166005531864e+03,2.000000000000000000e+02,2.750000000000000000e+03,3.750000000000000000e+03
1.762486197505826567e+03,3.500000000000000000e+02,1.750000000000000000e+03,3.500000000000000000e+03
3.299428819343384021e+02,8.500000000000000000e+02,3.000000000000000000e+03,3.750000000000000000e+03
3.234521620355790219e+02,1.000000000000000000e+03,2.500000000000000000e+03,3.500000000000000000e+03
3.341301769020719803e+02,1.050000000000000000e+03,3.000000000000000000e+03,2.750000000000000000e+03
6.203266651351377732e+02,2.150000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03
5.943706806210302602e+02,6.500000000000000000e+02,3.250000000000000000e+03,3.750000000000000000e+03
1.621383032472561354e+03,1.000000000000000000e+02,4.000000000000000000e+03,2.750000000000000000e+03
1.484793730047902500e+03,4.500000000000000000e+02,1.500000000000000000e+03,4.000000000000000000e+03
5.979180132830606453e+02,9.500000000000000000e+02,3.500000000000000000e+03,2.000000000000000000e+03
