1.000000000000000000e+00,6.500000000000000000e+02,1.250000000000000000e+03,2.250000000000000000e+03,4.225000000000000000e+05,8.125000000000000000e+05,1.462500000000000000e+06,1.562500000000000000e+06,2.812500000000000000e+06,5.062500000000000000e+06
1.000000000000000000e+00,2.900000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,8.410000000000000000e+06,2.900000000000000000e+06,2.900000000000000000e+06,1.000000000000000000e+06,1.000000000000000000e+06,1.000000000000000000e+06
1.000000000000000000e+00,1.600000000000000000e+03,2.250000000000000000e+03,1.250000000000000000e+03,2.560000000000000000e+06,3.600000000000000000e+06,2.000000000000000000e+06,5.062500000000000000e+06,2.812500000000000000e+06,1.562500000000000000e+06
1.000000000000000000e+00,1.050000000000000000e+03,3.000000000000000000e+03,4.000000000000000000e+03,1.102500000000000000e+06,3.150000000000000000e+06,4.200000000000000000e+06,9.000000000000000000e+06,1.200000000000000000e+07,1.600000000000000000e+07
1.000000000000000000e+00,2.050000000000000000e+03,1.750000000000000000e+03,1.750000000000000000e+03,4.202500000000000000e+06,3.587500000000000000e+06,3.587500000000000000e+06,3.062500000000000000e+06,3.062500000000000000e+06,3.062500000000000000e+06
1.000000000000000000e+00,3.300000000000000000e+03,1.250000000000000000e+03,1.000000000000000000e+03,1.089000000000000000e+07,4.125000000000000000e+06,3.300000000000000000e+06,1.562500000000000000e+06,1.250000000000000000e+06,1.000000000000000000e+06
1.000000000000000000e+00,8.500000000000000000e+02,1.250000000000000000e+03,2.500000000000000000e+03,7.225000000000000000e+05,1.062500000000000000e+06,2.125000000000000000e+06,1.562500000000000000e+06,3.125000000000000000e+06,6.250000000000000000e+06
1.000000000000000000e+00,8.000000000000000000e+02,3.750000000000000000e+03,1.000000000000000000e+03,6.400000000000000000e+05,3.000000000000000000e+06,8.000000000000000000e+05,1.406250000000000000e+07,3.750000000000000000e+06,1.000000000000000000e+06
1.000000000000000000e+00,9.500000000000000000e+02,3.000000000000000000e+03,4.000000000000000000e+03,9.025000000000000000e+05,2.850000000000000000e+06,3.800000000000000000e+06,9.000000000000000000e+06,1.200000000000000000e+07,1.600000000000000000e+07
1.000000000000000000e+00,1.200000000000000000e+03,2.500000000000000000e+03,3.500000000000000000e+03,1.440000000000000000e+06,3.000000000000000000e+06,4.200000000000000000e+06,6.250000000000000000e+06,8.750000000000000000e+06,1.225000000000000000e+07
1.000000000000000000e+00,1.750000000000000000e+03,1.250000000000000000e+03,3.000000000000000000e+03,3.062500000000000000e+06,2.187500000000000000e+06,5.250000000000000000e+06,1.562500000000000000e+06,3.750000000000000000e+06,9.000000000000000000e+06
1.000000000000000000e+00,1.200000000000000000e+03,3.000000000000000000e+03,1.750000000000000000e+03,1.440000000000000000e+06,3.600000000000000000e+06,2.100000000000000000e+06,9.000000000000000000e+06,5.250000000000000000e+06,3.062500000000000000e+06
1.000000000000000000e+00,1.500000000000000000e+03,3.250000000000000000e+03,1.750000000000000000e+03,2.250000000000000000e+06,4.875000000000000000e+06,2.625000000000000000e+06,1.056250000000000000e+07,5.687500000000000000e+06,3.062500000000000000e+06
1.000000000000000000e+00,7.000000000000000000e+02,3.250000000000000000e+03,2.000000000000000000e+03,4.900000000000000000e+05,2.275000000000000000e+06,1.400000000000000000e+06,1.056250000000000000e+07,6.500000000000000000e+06,4.000000000000000000e+06
1.000000000000000000e+00,1.550000000000000000e+03,2.250000000000000000e+03,1.500000000000000000e+03,2.402500000000000000e+06,3.487500000000000000e+06,2.325000000000000000e+06,5.062500000000000000e+06,3.375000000000000000e+06,2.250000000000000000e+06
