H1,H2,PFR1,PFR2
1450,365,2750,1750
1450,365,3000,1500
1450,365,3250,1250
1950,365,1500,2000
1950,365,2000,1500
1950,365,2500,1000
2150,365,1250,2000
2150,365,1750,1500
2150,365,2000,1250
2350,365,1000,2000
2350,365,1250,1750
550,370,5000,4750
550,370,4750,5000
750,370,2750,5000
800,370,3500,3750
800,370,3750,3500
800,370,4000,3250
800,370,4250,3000
800,370,4500,2750
800,370,4750,2500
800,370,5000,2250
1150,370,2000,3500
1150,370,2250,3250
1150,370,2750,2750
1150,370,3000,2500
1150,370,3250,2250
1150,370,3500,2000
1150,370,3750,1750
1150,370,4000,1500
1150,370,4250,1250
1150,370,4500,1000
1300,370,1500,4000
1300,370,1500,4000
1350,370,3750,1000
1450,370,1000,3500
1450,370,1250,3250
1450,370,2000,2500
1950,370,1000,2500
1950,370,1250,2250
1950,370,1750,1750
1950,370,2250,1250
800,375,3250,4000
800,375,3250,4000
800,375,3000,4250
900,375,2500,4000
900,375,2750,3750
900,375,3000,3500
900,375,3250,3250
900,375,3500,3000
900,375,3750,2750
900,375,4000,2500
900,375,4250,2250
900,375,4500,2000
900,375,4750,1750
900,375,5000,1500
900,375,2500,4000
900,375,2250,4250
900,375,1750,4750
1150,375,1500,4000
1150,375,1750,3750
1150,375,2500,3000
1150,375,1500,4000
1150,375,1250,4250
1350,375,2000,2750
1350,375,3250,1500
1350,375,3500,1250
800,380,2750,4500
800,380,2500,4750
950,380,4500,1750
950,380,4750,1500
950,380,5000,1250
1150,380,1000,4500
1350,380,1250,3500
1350,380,1500,3250
1350,380,1750,3000
1350,380,2500,2250
1350,380,2750,2000
1550,380,2500,1750
1550,380,3000,1250
1550,380,3250,1000
850,385,5000,1750
950,385,2250,4000
950,385,2500,3750
950,385,2750,3500
950,385,3000,3250
950,385,3250,3000
950,385,3500,2750
950,385,3750,2500
950,385,4000,2250
950,385,4250,2000
950,385,2250,4000
950,385,2000,4250
950,385,1750,4500
950,385,1250,5000
1350,385,2250,2500
1550,385,1000,3250
1550,385,1250,3000
1550,385,1500,2750
1550,385,1750,2500
1550,385,2000,2250
1550,385,2250,2000
1550,385,2750,1500
1800,385,2750,1000
850,390,3250,3500
850,390,3500,3250
850,390,3750,3000
850,390,4000,2750
850,390,4250,2500
850,390,4500,2250
850,390,4750,2000
1000,390,4750,1250
1000,390,5000,1000
1100,390,1250,5000
1200,390,2000,3250
1200,390,3500,1750
1200,390,3750,1500
1200,390,4000,1250
1200,390,4250,1000
1800,390,1750,2000
1800,390,2000,1750
1800,390,2250,1500
1800,390,2500,1250
600,395,5000,4000
600,395,4750,4250
600,395,4500,4500
650,395,4750,3750
650,395,5000,3500
650,395,4500,4000
650,395,4250,4250
650,395,4000,4500
850,395,2750,4000
850,395,3000,3750
850,395,2750,4000
1000,395,2250,3750
1000,395,2500,3500
1000,395,2750,3250
1000,395,3000,3000
1000,395,3250,2750
1000,395,3500,2500
1000,395,3750,2250
1000,395,4000,2000
1000,395,4250,1750
1000,395,4500,1500
1100,395,1500,4750
1200,395,1750,3500
1200,395,2500,2750
1200,395,2750,2500
1200,395,3000,2250
1200,395,3250,2000
1350,395,1000,3750
1800,395,1000,2750
1800,395,1250,2500
1800,395,1500,2250
2550,395,1000,1750
2550,395,1250,1500
2550,395,1500,1250
2550,395,1750,1000
600,400,4250,4750
600,400,4000,5000
650,400,3750,4750
650,400,3500,5000
700,400,4250,3750
700,400,4500,3500
700,400,4750,3250
700,400,5000,3000
700,400,4000,4000
700,400,3750,4250
700,400,3500,4500
850,400,2500,4250
850,400,2250,4500
1000,400,2000,4000
1000,400,2000,4000
1000,400,1750,4250
1000,400,1250,4750
1000,400,1000,5000
1200,400,1250,4000
1200,400,2250,3000
1200,400,1250,4000
1200,400,1000,4250
550,405,5000,4500
550,405,4750,4750
550,405,4500,5000
700,405,3250,4750
700,405,3000,5000
750,405,3500,4000
850,405,1750,5000
1050,405,4500,1250
1050,405,4750,1000
1650,405,2500,1500
1650,405,3000,1000
2100,405,1250,2000
2100,405,1750,1500
2100,405,2000,1250
2100,405,2250,1000
2850,405,1000,1500
2850,405,1250,1250
2850,405,1500,1000
500,410,5000,5000
750,410,3750,3750
750,410,4000,3500
750,410,4250,3250
750,410,4500,3000
750,410,4750,2750
750,410,5000,2500
1050,410,2500,3250
1050,410,2750,3000
1050,410,3000,2750
1050,410,3250,2500
1050,410,3500,2250
1050,410,3750,2000
1050,410,4000,1750
1050,410,4250,1500
1350,410,1500,3750
1650,410,1000,3000
1650,410,1250,2750
1650,410,1500,2500
1650,410,1750,2250
1650,410,2000,2000
1650,410,2250,1750
1650,410,2750,1250
2100,410,1000,2250
2100,410,1500,1750
750,415,3250,4250
750,415,3000,4500
750,415,2750,4750
1050,415,1750,4000
1050,415,2000,3750
1050,415,2250,3500
1050,415,1750,4000
1050,415,1500,4250
1050,415,1250,4500
1250,415,3250,1750
1250,415,4000,1000
1400,415,3000,1500
650,420,3750,4500
750,420,2500,5000
1250,420,3750,1250
1400,420,3250,1250
1400,420,3500,1000
2300,420,1500,1500
2300,420,1750,1250
600,425,4000,4750
650,425,4000,4250
800,425,3250,3750
800,425,3500,3500
800,425,3750,3250
800,425,4000,3000
800,425,4250,2750
800,425,4500,2500
800,425,4750,2250
800,425,5000,2000
1050,425,1500,5000
1100,425,4000,1500
1100,425,4250,1250
1250,425,2250,2750
1250,425,2500,2500
1250,425,2750,2250
1250,425,3000,2000
1250,425,3500,1500
1400,425,2500,2000
1400,425,2750,1750
1500,425,1000,3250
1500,425,1250,3000
1500,425,1500,2750
1500,425,1750,2500
1500,425,2000,2250
1500,425,2250,2000
1500,425,2500,1750
1500,425,2750,1500
1500,425,3000,1250
1500,425,3250,1000
2300,425,1250,1750
2300,425,2000,1000
600,430,4500,4250
600,430,4250,4500
700,430,4000,3750
700,430,3750,4000
700,430,3500,4250
800,430,3000,4000
800,430,3000,4000
1100,430,2250,3250
1100,430,2500,3000
1100,430,2750,2750
1100,430,3000,2500
1100,430,3250,2250
1100,430,3500,2000
1100,430,3750,1750
1100,430,4500,1000
1250,430,1000,4000
1250,430,1500,3500
1250,430,1750,3250
1250,430,2000,3000
1250,430,1000,4000
2300,430,1000,2000
600,435,5000,3750
600,435,4750,4000
600,435,3750,5000
650,435,4500,3750
650,435,4750,3500
650,435,5000,3250
650,435,4250,4000
650,435,3500,4750
800,435,2750,4250
800,435,2500,4500
800,435,2250,4750
900,435,4500,1750
1100,435,1500,4000
1100,435,2000,3500
1100,435,1500,4000
1100,435,1250,4250
1100,435,1000,4500
1400,435,2000,2500
650,440,3250,5000
1300,440,1250,4000
1300,440,1250,4000
1400,440,1750,2750
1400,440,2250,2250
700,445,4250,3500
700,445,4500,3250
700,445,4750,3000
700,445,5000,2750
950,445,4250,1750
950,445,4500,1500
950,445,5000,1000
1400,445,1000,3500
1400,445,1250,3250
1400,445,1500,3000
1900,445,2250,1250
1900,445,2500,1000
700,450,3250,4500
700,450,3000,4750
700,450,2750,5000
750,450,3500,3750
750,450,3750,3500
1150,450,3750,1500
1150,450,4000,1250
1300,450,3250,1500
1300,450,3750,1000
1750,450,1250,2500
1750,450,1500,2250
1750,450,1750,2000
1750,450,2000,1750
1750,450,2250,1500
1750,450,2500,1250
1750,450,2750,1000
1900,450,1000,2500
1900,450,1500,2000
1900,450,1750,1750
1900,450,2000,1500
2050,450,2250,1000
2800,450,1000,1500
2800,450,1250,1250
2800,450,1500,1000
750,455,3000,4250
1150,455,2250,3000
1150,455,2500,2750
1150,455,2750,2500
1150,455,3000,2250
1150,455,3250,2000
1150,455,3500,1750
1150,455,4250,1000
1300,455,2750,2000
1300,455,3500,1250
1600,455,1000,3000
1600,455,1250,2750
1600,455,1500,2500
1600,455,1750,2250
1600,455,2500,1500
1600,455,2750,1250
1600,455,3000,1000
1750,455,1000,2750
1900,455,1250,2250
2050,455,1500,1750
2050,455,1750,1500
2050,455,2000,1250
750,460,4000,3250
750,460,4250,3000
750,460,4500,2750
750,460,4750,2500
750,460,5000,2250
1150,460,1250,4000
1150,460,1500,3750
1150,460,2000,3250
1150,460,1250,4000
1300,460,2500,2250
1300,460,3000,1750
1600,460,2000,2000
1600,460,2250,1750
2050,460,1000,2250
2050,460,1250,2000
750,465,3250,4000
750,465,3250,4000
750,465,2750,4500
1000,465,3250,2500
1300,465,1750,3000
1300,465,2000,2750
1300,465,2250,2500
750,470,2500,4750
750,470,2250,5000
1300,470,1000,3750
1300,470,1250,3500
1300,470,1500,3250
2250,470,1000,2000
2250,470,1250,1750
2250,470,1500,1500
2250,470,1750,1250
2500,470,1000,1750
2500,470,1250,1500
2500,470,1500,1250
2500,470,1750,1000
1450,475,3000,1250
1450,475,3250,1000
2250,475,2000,1000
1450,480,2250,2000
1200,485,2750,2250
1200,485,3000,2000
1200,485,4000,1000
1450,485,2000,2250
700,490,5000,2500
1200,490,1500,3500
1200,490,1750,3250
1200,490,2000,3000
1200,490,2250,2750
1200,490,2500,2500
1200,490,3250,1750
1200,490,3500,1500
1200,490,3750,1250
2750,490,1000,1500
2750,490,1250,1250
700,495,4750,2750
1200,495,1250,3750
1450,495,1750,2500
1450,495,2750,1500
2750,495,1500,1000
450,500,5000,5000
500,500,5000,4500
500,500,4750,4750
500,500,5000,4750
500,500,4500,5000
500,500,4750,5000
550,500,5000,4000
550,500,4750,4250
550,500,5000,4250
550,500,4500,4500
550,500,4750,4500
550,500,4250,4750
550,500,4500,4750
550,500,4000,5000
550,500,4250,5000
600,500,4750,3750
600,500,5000,3500
600,500,4500,4000
600,500,4250,4250
600,500,4000,4500
600,500,3750,4750
600,500,3500,5000
650,500,4250,3750
650,500,4500,3500
650,500,4750,3250
650,500,5000,3000
650,500,4000,4000
650,500,3750,4250
650,500,3500,4500
650,500,3250,4750
650,500,3000,5000
700,500,3750,3750
700,500,4000,3500
700,500,4250,3250
700,500,4500,3000
700,500,3500,4000
700,500,3250,4250
700,500,3000,4500
700,500,2750,4750
700,500,2500,5000
750,500,3750,3250
800,500,2750,4000
800,500,3000,3750
800,500,3250,3500
800,500,3500,3250
800,500,3750,3000
800,500,4000,2750
800,500,4250,2500
800,500,4500,2250
800,500,4750,2000
800,500,5000,1750
800,500,2750,4000
800,500,2500,4250
800,500,2250,4500
800,500,2000,4750
850,500,2500,4000
850,500,2750,3750
850,500,3000,3500
850,500,3250,3250
850,500,3500,3000
850,500,3750,2750
850,500,4000,2500
850,500,4250,2250
850,500,4500,2000
850,500,4750,1750
850,500,5000,1500
850,500,2500,4000
850,500,2250,4250
850,500,2000,4500
850,500,1750,4750
850,500,1500,5000
900,500,2250,4000
900,500,2500,3750
900,500,2750,3500
900,500,3000,3250
900,500,3250,2750
900,500,3250,3000
900,500,3500,2500
900,500,3500,2750
900,500,3750,2250
900,500,3750,2500
900,500,4000,2000
900,500,4000,2250
900,500,4250,1750
900,500,4250,2000
900,500,4500,1500
900,500,4750,1250
900,500,4750,1500
900,500,5000,1000
900,500,5000,1250
900,500,2250,4000
900,500,2000,4250
900,500,1750,4500
900,500,1500,4750
900,500,1250,5000
900,500,1500,5000
950,500,2250,3750
950,500,2500,3500
950,500,2750,3250
950,500,3000,3000
950,500,3250,2750
950,500,3500,2500
950,500,3750,2250
950,500,4000,2000
950,500,4750,1250
950,500,1750,4250
950,500,1500,4500
950,500,1250,4750
950,500,1500,4750
950,500,1000,5000
1000,500,1750,4000
1000,500,2000,3750
1000,500,2250,3500
1000,500,2500,3250
1000,500,2750,3000
1000,500,3000,2750
1000,500,3500,2250
1000,500,3750,2000
1000,500,4000,1750
1000,500,4250,1500
1000,500,4500,1250
1000,500,4750,1000
1000,500,1750,4000
1000,500,1500,4250
1000,500,1250,4500
1000,500,1000,4750
1050,500,1500,4000
1050,500,1750,3750
1050,500,2000,3500
1050,500,2250,3250
1050,500,2500,3000
1050,500,2750,2750
1050,500,3000,2500
1050,500,3250,2250
1050,500,3500,2000
1050,500,3750,1750
1050,500,4000,1500
1050,500,4250,1250
1050,500,4500,1000
1050,500,1500,4000
1050,500,1250,4250
1050,500,1750,4250
1050,500,1000,4500
1200,500,1250,4250
1350,500,2500,2000
1350,500,3250,1250
1450,500,1500,2750
1450,500,2500,1750
1550,500,1000,3000
1550,500,1250,2750
1550,500,1500,2500
1550,500,1750,2250
1550,500,2000,2000
1550,500,2250,1750
1550,500,2500,1500
1550,500,2750,1250
1550,500,3000,1000
1700,500,1000,2750
1700,500,1250,2500
1700,500,2000,1750
1700,500,2500,1250
1700,500,2750,1000
750,505,2500,4500
900,505,2250,3750
900,505,3000,3000
1450,505,1000,3250
1700,505,1500,2250
1700,505,1750,2000
1700,505,2250,1500
2200,505,1750,1250
900,510,2000,4000
900,510,2500,3500
900,510,2750,3250
900,510,2000,4000
900,510,1750,4250
1100,510,4250,1000
1350,510,2750,1750
1350,510,3500,1000
1850,510,1750,1750
1850,510,2000,1500
1850,510,2250,1250
1850,510,2500,1000
2200,510,1000,2000
2200,510,1250,1750
2200,510,1500,1500
2200,510,2000,1000
550,515,5000,3750
550,515,4750,4000
600,515,4500,3750
600,515,4750,3500
600,515,5000,3250
750,515,4000,3000
750,515,4250,2750
750,515,4500,2500
750,515,4750,2250
750,515,5000,2000
850,515,4750,1500
850,515,5000,1250
900,515,1250,4750
950,515,1750,4000
950,515,2000,3750
950,515,3250,2500
950,515,3500,2250
950,515,3750,2000
950,515,4000,1750
950,515,4250,1500
950,515,4500,1250
950,515,4750,1000
950,515,1750,4000
950,515,1250,4500
950,515,1000,4750
1100,515,1250,4000
1100,515,1500,3750
1100,515,1750,3500
1100,515,2000,3250
1100,515,2250,3000
1100,515,2500,2750
1100,515,2750,2500
1100,515,3000,2250
1100,515,3250,2000
1100,515,3500,1750
1100,515,3750,1500
1100,515,4000,1250
1100,515,1250,4000
1100,515,1000,4250
1350,515,1250,3250
1350,515,1500,3000
1350,515,3000,1500
1400,515,1250,3500
1850,515,1000,2500
1850,515,1250,2250
1850,515,1500,2000
550,520,4500,4250
550,520,4250,4500
550,520,4000,4750
550,520,3750,5000
600,520,4250,4000
600,520,4000,4250
600,520,3750,4500
750,520,3250,3750
750,520,3500,3500
850,520,4250,2000
850,520,4500,1750
950,520,2250,3500
950,520,2500,3250
950,520,2750,3000
950,520,3000,2750
1050,520,1000,4750
1100,520,1750,3750
1100,520,1000,4750
1200,520,1000,4000
1200,520,1500,3750
1200,520,1000,4000
1350,520,1000,3500
1350,520,1750,2750
1350,520,2000,2500
1350,520,2250,2250
500,525,5000,4250
500,525,4750,4500
500,525,4500,4750
500,525,4250,5000
600,525,3500,4750
600,525,3250,5000
650,525,4250,3500
650,525,4750,3000
650,525,5000,2750
750,525,3000,4000
750,525,3000,4000
750,525,2750,4250
750,525,2250,4750
850,525,2250,4000
850,525,3500,2750
850,525,3750,2500
850,525,4000,2250
850,525,2250,4000
1250,525,3750,1000
2000,525,2250,1000
2450,525,1750,1000
650,530,4000,3750
650,530,4500,3250
650,530,3750,4000
850,530,3000,3250
850,530,3250,3000
1250,530,1500,3250
1250,530,3000,1750
1250,530,3250,1500
1250,530,3500,1250
2000,530,1750,1500
2450,530,1000,1750
2450,530,1250,1500
2450,530,1500,1250
450,535,4750,5000
650,535,3500,4250
650,535,3250,4500
650,535,3000,4750
650,535,2750,5000
700,535,4000,3250
800,535,3500,3000
850,535,2500,3750
850,535,2750,3500
850,535,2000,4250
1250,535,1000,3750
1250,535,1250,3500
1250,535,1750,3000
1250,535,2000,2750
1250,535,2250,2500
1250,535,2500,2250
1250,535,2750,2000
2000,535,2000,1250
450,540,5000,4750
800,540,5000,1500
1000,540,1500,4000
1000,540,3000,2500
1000,540,3250,2250
1000,540,3500,2000
1000,540,3750,1750
1000,540,4000,1500
1000,540,4250,1250
1000,540,4500,1000
1000,540,1500,4000
1000,540,1250,4250
1000,540,1000,4500
2000,540,1000,2250
2000,540,1250,2000
2000,540,1500,1750
700,545,4250,3000
700,545,4500,2750
700,545,4750,2500
700,545,5000,2250
800,545,4500,2000
800,545,4750,1750
800,545,2250,4250
1000,545,2000,3500
1000,545,2250,3250
1000,545,2500,3000
1000,545,2750,2750
1150,545,3000,2000
1150,545,4000,1000
1650,545,2500,1250
700,550,3250,4000
700,550,3500,3750
700,550,3750,3500
700,550,3250,4000
800,550,3750,2750
800,550,4000,2500
800,550,4250,2250
1100,550,1500,4250
1150,550,1000,4000
1150,550,1250,3750
1150,550,1500,3500
1150,550,3250,1750
1150,550,3500,1500
1150,550,3750,1250
1150,550,1000,4000
1650,550,1000,2750
1650,550,1250,2500
1650,550,1500,2250
1650,550,1750,2000
1650,550,2000,1750
1650,550,2250,1500
1650,550,2750,1000
700,555,3000,4250
700,555,2750,4500
700,555,2500,4750
800,555,3000,3500
800,555,3250,3250
1100,555,1500,5000
1150,555,1750,3250
1150,555,2000,3000
1150,555,2250,2750
1150,555,2500,2500
1150,555,2750,2250
550,560,4750,3750
550,560,5000,3500
550,560,4500,4000
550,560,4250,4250
600,560,5000,3000
800,560,2500,4000
800,560,2750,3750
800,560,2500,4000
800,560,2250,5000
1100,560,1250,4500
1500,560,1750,2250
500,565,5000,4000
500,565,4750,4250
500,565,4500,4500
500,565,4250,4750
500,565,4000,5000
550,565,4000,4500
550,565,3750,4750
550,565,3500,5000
600,565,4250,3750
600,565,4500,3500
600,565,4750,3250
650,565,4500,3000
750,565,3750,3000
750,565,1750,5000
900,565,4500,1250
1050,565,4250,1000
1800,565,2250,1250
1800,565,2500,1000
600,570,4000,4000
600,570,3750,4250
600,570,3500,4500
600,570,3250,4750
600,570,3000,5000
750,570,4750,2000
750,570,5000,1750
900,570,4000,1750
900,570,4250,1500
900,570,4750,1000
1050,570,1250,4000
1050,570,1500,3750
1050,570,2000,3250
1050,570,3250,2000
1050,570,3500,1750
1050,570,3750,1500
1050,570,4000,1250
1050,570,1250,4000
1400,570,1750,2500
1400,570,2750,1500
1400,570,3250,1000
1500,570,2500,1500
1500,570,2750,1250
1500,570,3000,1000
1800,570,1000,2500
1800,570,1250,2250
1800,570,1500,2000
1800,570,1750,1750
1800,570,2000,1500
2400,570,1250,1500
2700,570,1500,1000
450,575,5000,4500
450,575,4750,4750
450,575,4500,5000
650,575,4750,2750
650,575,5000,2500
750,575,4000,2750
750,575,4250,2500
750,575,4500,2250
900,575,3000,2750
900,575,3250,2500
900,575,3500,2250
900,575,3750,2000
1050,575,1750,3500
1050,575,2250,3000
1050,575,2500,2750
1050,575,2750,2500
1050,575,3000,2250
1300,575,2750,1750
1300,575,3500,1000
1400,575,3000,1250
1500,575,2000,2000
2150,575,1750,1250
2400,575,1000,1750
2400,575,1750,1000
2700,575,1000,1500
2700,575,1250,1250
650,580,4000,3500
650,580,4250,3250
700,580,4000,3000
750,580,3000,3750
750,580,3250,3500
750,580,3500,3250
900,580,1750,4000
900,580,1750,4000
1300,580,1750,2750
1300,580,3000,1500
1300,580,3250,1250
1400,580,2000,2250
1400,580,2250,2000
1400,580,2500,1750
1500,580,1250,2750
1500,580,2250,1750
2400,580,1500,1250
400,585,5000,5000
650,585,3750,3750
650,585,3500,4000
650,585,3250,4250
650,585,3000,4500
650,585,2750,4750
750,585,2750,4000
750,585,2750,4000
750,585,2500,4250
750,585,2250,4500
850,585,3250,2750
850,585,4750,1250
850,585,5000,1000
900,585,2500,3250
900,585,2750,3000
1200,585,3750,1000
1300,585,2000,2500
1300,585,2250,2250
1300,585,2500,2000
1400,585,1000,3250
1400,585,1250,3000
1400,585,1500,2750
1500,585,1500,2500
2150,585,2000,1000
650,590,2500,5000
700,590,4250,2750
850,590,4000,2000
850,590,4250,1750
850,590,4500,1500
900,590,2000,3750
900,590,2250,3500
950,590,4250,1250
950,590,4500,1000
1000,590,1500,4500
1200,590,3000,1750
1200,590,3250,1500
1200,590,3500,1250
1300,590,1500,3000
1600,590,2750,1000
2150,590,1250,1750
2150,590,1500,1500
850,595,3500,2500
850,595,3750,2250
900,595,1000,4750
950,595,3250,2250
950,595,3500,2000
950,595,3750,1750
950,595,4000,1500
1200,595,1000,3750
1200,595,2250,2500
1200,595,2500,2250
1200,595,2750,2000
1600,595,1000,2750
1600,595,1250,2500
1600,595,1500,2250
1600,595,1750,2000
1600,595,2000,1750
1600,595,2250,1500
1600,595,2500,1250
1950,595,1500,1750
2150,595,1000,2000
700,600,4500,2500
700,600,4750,2250
700,600,5000,2000
800,600,5000,1250
850,600,3000,3000
950,600,1500,4000
950,600,1750,3750
950,600,2250,3250
950,600,2500,3000
950,600,2750,2750
950,600,3000,2500
950,600,1500,4000
950,600,1250,4250
1100,600,4000,1000
1200,600,1250,3500
1200,600,1500,3250
1200,600,2000,2750
1950,600,1750,1500
1950,600,2000,1250
1950,600,2250,1000
500,605,5000,3750
500,605,4750,4000
500,605,4500,4250
500,605,4250,4500
500,605,4000,4750
500,605,3750,5000
550,605,4500,3750
550,605,4750,3500
550,605,5000,3250
550,605,4000,4250
550,605,3750,4500
550,605,3500,4750
700,605,3500,3500
700,605,3750,3250
800,605,3500,2750
800,605,4750,1500
850,605,2250,3750
850,605,2500,3500
850,605,2750,3250
1100,605,2750,2250
1100,605,3000,2000
1100,605,3250,1750
1100,605,3500,1500
1100,605,3750,1250
1250,605,1250,3750
1950,605,1000,2250
1950,605,1250,2000
3000,605,1250,1000
450,610,5000,4250
450,610,4750,4500
450,610,4500,4750
450,610,4250,5000
550,610,4250,4000
550,610,3250,5000
700,610,3000,4000
700,610,3250,3750
700,610,3000,4000
700,610,2750,4250
700,610,2500,4500
800,610,4250,2000
800,610,4500,1750
850,610,2000,4000
850,610,2000,4000
1100,610,1750,3250
1100,610,2250,2750
1100,610,2500,2500
3000,610,1000,1250
600,615,4250,3500
600,615,4500,3250
600,615,4750,3000
600,615,5000,2750
700,615,2250,4750
750,615,3750,2750
750,615,4750,1750
800,615,3750,2500
800,615,4000,2250
1100,615,2000,3000
1750,615,1500,2000
1750,615,2500,1000
2350,615,1000,1750
2350,615,1500,1250
2350,615,1750,1000
400,620,5000,4750
400,620,4750,5000
600,620,4000,3750
600,620,3750,4000
600,620,3500,4250
600,620,3250,4500
600,620,3000,4750
600,620,2750,5000
800,620,3000,3250
800,620,3250,3000
1000,620,4250,1000
1750,620,1000,2500
1750,620,1250,2250
1750,620,1750,1750
1750,620,2000,1500
1750,620,2250,1250
2350,620,1250,1500
750,625,4000,2500
800,625,2250,4000
800,625,2500,3750
800,625,2750,3500
800,625,2250,4000
1000,625,3000,2250
1000,625,3250,2000
1000,625,3500,1750
1000,625,3750,1500
1000,625,4000,1250
2650,625,1500,1000
650,630,4750,2500
650,630,5000,2250
1000,630,2250,3000
1000,630,2500,2750
2650,630,1250,1250
650,635,3500,3750
650,635,3750,3500
650,635,4000,3250
650,635,4250,3000
650,635,4500,2750
750,635,4250,2250
750,635,4500,2000
750,635,5000,1500
1000,635,1250,4000
1000,635,1750,3500
1000,635,2000,3250
1000,635,2750,2500
1000,635,1250,4000
2650,635,1000,1500
650,640,3250,4000
650,640,3250,4000
650,640,3000,4250
650,640,2750,4500
650,640,2500,4750
750,640,3500,3000
1150,640,1000,4250
1250,640,2500,2000
1250,640,2750,1750
1250,640,3500,1000
1350,640,2750,1500
1350,640,3000,1250
1350,640,3250,1000
1450,640,2250,1750
500,645,4750,3750
500,645,5000,3500
500,645,4500,4000
500,645,4250,4250
500,645,4000,4500
500,645,3750,4750
500,645,3500,5000
650,645,2250,5000
750,645,2500,4000
750,645,2750,3750
750,645,3000,3500
750,645,3250,3250
750,645,2500,4000
1250,645,1500,3000
1250,645,3000,1500
1250,645,3250,1250
1350,645,1500,2750
1350,645,2000,2250
1350,645,2250,2000
1450,645,1500,2500
1450,645,2750,1250
1450,645,3000,1000
550,650,3500,4500
550,650,3250,4750
750,650,2250,4250
750,650,2000,4500
900,650,3750,1750
900,650,4000,1500
900,650,4500,1000
1150,650,3000,1750
1150,650,3250,1500
1150,650,3500,1250
1250,650,2000,2500
1250,650,2250,2250
1350,650,1750,2500
1350,650,2500,1750
1450,650,1750,2250
1450,650,2000,2000
2100,650,1750,1250
550,655,4250,3750
550,655,4500,3500
550,655,4750,3250
550,655,5000,3000
550,655,4000,4000
550,655,3750,4250
550,655,3000,5000
850,655,3250,2500
850,655,4250,1500
850,655,4750,1000
900,655,3250,2250
900,655,3500,2000
1150,655,1500,3250
1150,655,2000,2750
1150,655,2250,2500
1150,655,3750,1000
1250,655,1750,2750
1350,655,1250,3000
1450,655,2500,1500
1900,655,1250,2000
1900,655,2250,1000
2100,655,1250,1750
2100,655,2000,1000
700,660,4500,2250
700,660,4750,2000
700,660,5000,1750
800,660,4000,2000
800,660,4250,1750
900,660,3000,2500
900,660,4250,1250
1050,660,3750,1250
1050,660,4000,1000
1150,660,2500,2250
1150,660,2750,2000
1250,660,1000,3500
1550,660,1250,2500
1550,660,2500,1250
1550,660,2750,1000
1900,660,1000,2250
1900,660,1500,1750
1900,660,1750,1500
1900,660,2000,1250
2100,660,1500,1500
600,665,4750,2750
600,665,5000,2500
600,665,3250,4250
700,665,3000,3750
700,665,3250,3500
700,665,3500,3250
700,665,3750,3000
700,665,4000,2750
700,665,4250,2500
800,665,3750,2250
850,665,3500,2250
850,665,3750,2000
850,665,4000,1750
850,665,4500,1250
900,665,2250,3250
900,665,2500,3000
900,665,2750,2750
1050,665,3000,2000
1050,665,3250,1750
1050,665,3500,1500
1150,665,1000,3750
1450,665,1000,3000
1550,665,1750,2000
1550,665,2000,1750
1700,665,1000,2500
1700,665,1250,2250
1700,665,2000,1500
2100,665,1000,2000
600,670,3750,3750
600,670,4000,3500
600,670,4250,3250
600,670,4500,3000
600,670,3500,4000
600,670,3000,4500
600,670,2750,4750
600,670,2500,5000
700,670,2750,4000
700,670,2750,4000
700,670,2500,4250
700,670,2250,4500
800,670,5000,1000
1050,670,2000,3000
1050,670,2250,2750
1050,670,2500,2500
1700,670,1500,2000
1700,670,1750,1750
1700,670,2250,1250
1700,670,2500,1000
700,675,2000,4750
700,675,1750,5000
850,675,2500,3250
850,675,2750,3000
850,675,3000,2750
900,675,1750,3750
1050,675,1500,3500
1050,675,2750,2250
1550,675,1500,2250
1550,675,2250,1500
2300,675,1750,1000
800,680,4500,1500
800,680,4750,1250
850,680,2000,3750
850,680,2250,3500
2300,680,1000,1750
2300,680,1500,1250
2600,680,1000,1500
2600,680,1250,1250
650,685,5000,2000
1450,685,1250,3000
1550,685,1000,2750
2300,685,1250,1500
2600,685,1500,1000
2950,685,1000,1250
2950,685,1250,1000
650,690,4000,3000
650,690,4250,2750
650,690,4500,2500
650,690,4750,2250
800,690,2500,3500
800,690,2750,3250
800,690,3000,3000
800,690,3250,2750
800,690,3500,2500
850,690,1250,4500
650,695,3000,4000
650,695,3250,3750
650,695,3500,3500
650,695,3750,3250
650,695,3000,4000
650,695,2750,4250
800,695,2000,4000
800,695,2250,3750
800,695,2000,4000
350,700,5000,5000
400,700,5000,4500
400,700,4750,4750
400,700,4500,5000
450,700,5000,3750
450,700,4750,4000
450,700,5000,4000
450,700,4500,4250
450,700,4750,4250
450,700,4250,4500
450,700,4500,4500
450,700,4000,4750
450,700,4250,4750
450,700,4000,5000
500,700,4500,3750
500,700,4750,3500
500,700,5000,3250
500,700,4250,4000
500,700,4000,4250
500,700,3750,4500
500,700,3500,4750
500,700,3000,5000
500,700,3250,5000
550,700,4000,3750
550,700,4250,3500
550,700,4500,3250
550,700,4750,3000
550,700,5000,2750
550,700,3750,4000
550,700,3500,4250
550,700,3250,4500
550,700,3000,4750
550,700,2750,5000
650,700,2500,4500
650,700,2250,4750
750,700,4500,1750
750,700,4750,1500
750,700,5000,1250
800,700,1750,4250
800,700,1750,4750
800,700,1750,5000
850,700,1500,4250
900,700,2000,3500
950,700,1250,4000
950,700,1500,3750
