H1,H2,PFR1,PFR2
1300,1060,1250,2750
1400,1060,1250,2250
1550,1060,2000,1250
2600,1060,1250,1000
350,1065,5000,2750
350,1065,3500,4500
350,1065,3250,4750
350,1065,3000,5000
400,1065,4250,3250
550,1065,2500,3750
550,1065,4750,1250
650,1065,3750,1750
650,1065,4000,1500
700,1065,3250,2000
950,1065,1250,3250
950,1065,1500,3000
1000,1065,3250,1000
1150,1065,2250,1750
1150,1065,2750,1250
1400,1065,1000,2500
1400,1065,1500,2000
1750,1065,1750,1250
2600,1065,1000,1250
400,1070,4000,3500
450,1070,4500,2500
550,1070,2250,4000
550,1070,2250,4000
600,1070,4500,1250
700,1070,2500,2750
900,1070,2500,2000
900,1070,2750,1750
1000,1070,1750,2500
1000,1070,3000,1250
1150,1070,2500,1500
1550,1070,1500,1750
2000,1070,1500,1250
400,1075,3750,3750
400,1075,3000,4500
400,1075,2750,4750
400,1075,2500,5000
550,1075,2000,4250
650,1075,2000,3500
700,1075,1500,3750
900,1075,2000,2500
900,1075,2250,2250
900,1075,3000,1500
900,1075,3500,1000
1000,1075,2000,2250
1250,1075,1500,2250
400,1080,3500,4000
400,1080,3500,4000
400,1080,3250,4250
550,1080,5000,1000
700,1080,1250,4000
700,1080,3000,2250
700,1080,4250,1000
700,1080,1250,4000
1000,1080,2250,2000
1000,1080,2500,1750
1000,1080,2750,1500
1100,1080,1250,2750
1850,1080,1250,1750
250,1085,4500,4750
250,1085,4250,5000
450,1085,4250,2750
650,1085,1750,3750
700,1085,2750,2500
750,1085,1000,4000
750,1085,1250,3750
750,1085,1000,4000
850,1085,1500,3250
850,1085,1750,3000
850,1085,3500,1250
1400,1085,1750,1750
2250,1085,1000,1500
450,1090,3250,3750
450,1090,3500,3500
450,1090,3750,3250
450,1090,4000,3000
500,1090,4500,2000
500,1090,5000,1500
600,1090,3250,2500
750,1090,1500,3500
750,1090,3500,1500
850,1090,1250,3500
1250,1090,1750,2000
1400,1090,2500,1000
1550,1090,1750,1500
250,1095,4750,4500
450,1095,3000,4000
450,1095,3000,4000
450,1095,2750,4250
600,1095,2750,3000
600,1095,3000,2750
600,1095,3500,2250
600,1095,3750,2000
600,1095,4250,1500
750,1095,1750,3250
750,1095,3750,1250
1250,1095,2750,1000
1400,1095,2000,1500
1400,1095,2250,1250
1700,1095,1000,2000
250,1100,5000,4250
300,1100,4500,3750
300,1100,4750,3500
300,1100,5000,3250
300,1100,4250,4000
300,1100,4000,4250
300,1100,3750,4500
300,1100,3500,4750
300,1100,3250,5000
350,1100,4000,3750
350,1100,4250,3500
350,1100,4500,3000
350,1100,4500,3250
350,1100,4750,2750
350,1100,4750,3000
350,1100,3750,4000
400,1100,4500,2750
400,1100,4750,2500
400,1100,5000,2250
450,1100,2500,4500
450,1100,2250,4750
500,1100,3750,2750
500,1100,4000,2500
500,1100,4250,2250
500,1100,4750,1750
500,1100,2000,4750
600,1100,2500,3250
650,1100,1500,4000
650,1100,1500,4000
700,1100,1000,4750
1100,1100,3000,1000
1700,1100,2000,1000
2250,1100,1250,1250
350,1105,3500,4250
350,1105,3250,4500
350,1105,3000,4750
400,1105,4250,3000
450,1105,4500,2250
500,1105,3000,3500
500,1105,3250,3250
500,1105,3500,3000
600,1105,2250,3500
600,1105,4000,1750
650,1105,1250,4250
750,1105,2000,3000
750,1105,3250,1750
1100,1105,1750,2250
1250,1105,2000,1750
1250,1105,2500,1250
1950,1105,1000,1750
1950,1105,1250,1500
350,1110,2750,5000
400,1110,4000,3250
450,1110,4750,2000
500,1110,2500,4000
500,1110,2750,3750
500,1110,5000,1000
500,1110,2500,4000
550,1110,1750,5000
600,1110,2000,3750
750,1110,2250,2750
1100,1110,2000,2000
1100,1110,2750,1250
1250,1110,2250,1500
2250,1110,1500,1000
2550,1110,1000,1250
300,1115,3750,4250
400,1115,3750,3500
500,1115,2250,4250
800,1115,1000,4250
1100,1115,2250,1750
1100,1115,2500,1500
1700,1115,1500,1500
250,1120,4750,4000
250,1120,5000,4000
300,1120,4000,4000
300,1120,3500,4500
350,1120,5000,2500
400,1120,3250,4000
400,1120,3500,3750
400,1120,3250,4000
400,1120,3000,4250
450,1120,4250,2500
500,1120,2000,4500
500,1120,1750,5000
500,1120,2000,5000
600,1120,1750,4000
600,1120,1750,4000
600,1120,1750,4500
600,1120,1000,5000
600,1120,1250,5000
650,1120,1500,4250
700,1120,1250,4250
700,1120,1250,4750
750,1120,3000,2000
750,1120,4000,1000
750,1120,1000,4250
850,1120,1250,3750
1200,1120,1000,2750
1300,1120,1250,2500
1500,1120,1250,2000
2100,1120,1000,1750
300,1125,3250,4750
300,1125,3000,5000
350,1125,4250,3250
400,1125,4500,2500
400,1125,2750,4500
400,1125,2500,4750
450,1125,4000,2750
550,1125,4500,1500
550,1125,4750,1000
600,1125,1500,4750
750,1125,2500,2500
750,1125,2750,2250
1350,1125,1250,2250
1700,1125,1750,1250
300,1130,4250,3750
350,1130,4000,3500
400,1130,4750,2250
600,1130,1250,4500
700,1130,3750,1250
1350,1130,1000,2500
1950,1130,1500,1250
300,1135,5000,3000
350,1135,3750,3750
350,1135,4500,2750
550,1135,3000,3000
550,1135,3250,2750
550,1135,3500,2500
550,1135,3750,2250
550,1135,4000,2000
550,1135,4250,1750
700,1135,3250,1750
1950,1135,1750,1000
2550,1135,1250,1000
250,1140,4250,4750
250,1140,4000,5000
350,1140,3500,4000
350,1140,4250,3000
350,1140,3500,4000
400,1140,4250,2750
450,1140,5000,1750
450,1140,1750,5000
500,1140,1750,4750
550,1140,2500,3500
550,1140,2750,3250
600,1140,1500,4250
600,1140,1000,4750
700,1140,1000,4250
750,1140,1000,4500
800,1140,1000,3750
800,1140,1250,3500
850,1140,1500,4500
1050,1140,3000,1000
1200,1140,1500,2250
1200,1140,2750,1000
1550,1140,1000,2250
250,1145,4500,4500
350,1145,3250,4250
350,1145,3000,4500
450,1145,2250,4500
500,1145,4250,2000
550,1145,2250,3750
600,1145,4500,1000
650,1145,4000,1250
700,1145,2000,3000
700,1145,2250,2750
700,1145,2500,2500
700,1145,2750,2250
700,1145,3000,2000
700,1145,3500,1500
800,1145,1500,3250
800,1145,3500,1250
1000,1145,1500,2750
1500,1145,1500,1750
1650,1145,1000,2000
2200,1145,1000,1500
3000,1145,1000,1000
300,1150,4500,3500
350,1150,2750,4750
350,1150,2500,5000
400,1150,4000,3000
400,1150,5000,2000
450,1150,3500,3250
450,1150,3750,3000
550,1150,2000,4000
550,1150,2000,4000
550,1150,1750,4250
650,1150,2750,2500
650,1150,3000,2250
700,1150,1750,3250
800,1150,3250,1500
900,1150,1000,3500
900,1150,1250,3250
900,1150,1750,2750
900,1150,3250,1250
950,1150,2250,2000
950,1150,2500,1750
950,1150,2750,1500
1000,1150,1000,3250
1000,1150,1250,3000
1050,1150,1500,2500
1050,1150,1750,2250
1050,1150,2750,1250
1200,1150,1750,2000
1350,1150,1750,1750
1350,1150,2500,1000
1650,1150,1250,1750
200,1155,5000,5000
250,1155,4750,4250
300,1155,4750,3250
350,1155,4750,2500
400,1155,3750,3250
450,1155,3000,3750
450,1155,3250,3500
450,1155,4250,2250
450,1155,2500,4250
500,1155,4000,2250
550,1155,1500,4500
650,1155,2500,2750
650,1155,3250,2000
900,1155,1500,3000
950,1155,2000,2250
1050,1155,2000,2000
1050,1155,2500,1500
1200,1155,2000,1750
1200,1155,2500,1250
1600,1155,1250,2000
250,1160,5000,3750
400,1160,3500,3500
450,1160,2750,4000
450,1160,4500,2000
450,1160,2750,4000
450,1160,2000,5000
500,1160,4500,1750
500,1160,4750,1500
600,1160,1500,4500
650,1160,2250,3000
650,1160,3500,1750
650,1160,3750,1500
800,1160,2000,2750
800,1160,3000,1750
800,1160,3750,1000
1050,1160,2250,1750
1200,1160,2250,1500
1350,1160,2000,1500
1350,1160,2250,1250
1500,1160,1750,1500
1500,1160,2250,1000
1900,1160,1000,1750
250,1165,4750,3750
350,1165,4000,3250
400,1165,3250,3750
400,1165,4250,2500
600,1165,4250,1250
650,1165,2000,3250
700,1165,1500,3500
800,1165,2250,2500
1500,1165,2000,1250
2200,1165,1250,1250
2500,1165,1000,1250
300,1170,5000,2750
350,1170,3750,3500
350,1170,5000,2250
400,1170,3000,4000
400,1170,3000,4000
400,1170,2750,4250
400,1170,2500,4500
400,1170,2250,4750
400,1170,2000,5000
450,1170,4000,2500
500,1170,3500,2750
500,1170,3750,2500
1650,1170,1500,1500
1900,1170,1250,1500
300,1175,3000,4750
300,1175,2750,5000
350,1175,3500,3750
400,1175,4500,2250
500,1175,3000,3250
500,1175,3250,3000
500,1175,1500,4750
650,1175,4250,1000
700,1175,1250,3750
800,1175,2500,2250
800,1175,2750,2000
1300,1175,1000,2500
250,1180,4500,4000
300,1180,3500,4250
300,1180,3250,4500
350,1180,3250,4000
350,1180,3250,4000
400,1180,4000,2750
450,1180,3750,2750
500,1180,2500,3750
500,1180,2750,3500
550,1180,4500,1000
550,1180,1000,5000
600,1180,3000,2500
600,1180,3250,2250
600,1180,3500,2000
600,1180,4000,1500
700,1180,4000,1000
700,1180,1000,4500
750,1180,1000,3750
750,1180,3250,1500
800,1180,1000,4000
800,1180,1000,4000
1100,1180,1500,2500
1300,1180,1250,2250
1650,1180,2000,1000
2000,1180,1000,1750
300,1185,3750,4000
350,1185,3000,4250
350,1185,2750,4500
450,1185,3500,3000
500,1185,2250,4000
500,1185,2250,4000
500,1185,2000,4250
600,1185,2500,3000
600,1185,2750,2750
600,1185,3750,1750
650,1185,1500,3750
700,1185,1000,4000
700,1185,1000,4000
750,1185,1250,3500
750,1185,3500,1250
1150,1185,2750,1000
1450,1185,1250,2250
1650,1185,1750,1250
1900,1185,1750,1000
2200,1185,1500,1000
250,1190,3750,5000
350,1190,2500,4750
350,1190,2250,5000
450,1190,3250,3250
550,1190,4500,1250
550,1190,1750,4750
600,1190,2250,3250
650,1190,1250,4000
650,1190,1250,4000
750,1190,1500,3250
800,1190,1500,4750
1150,1190,1500,2250
1450,1190,1000,2250
1450,1190,1250,2000
1900,1190,1500,1250
250,1195,4000,4750
300,1195,4000,3750
300,1195,4750,3000
350,1195,4500,2500
400,1195,3750,3000
400,1195,4750,2000
450,1195,2750,3750
450,1195,3000,3500
450,1195,2250,4250
450,1195,2000,4500
450,1195,1500,5000
550,1195,3750,2000
550,1195,4000,1750
600,1195,2000,3500
750,1195,3000,1750
1300,1195,1500,2000
250,1200,4250,4500
450,1200,2500,4000
450,1200,5000,1500
450,1200,2500,4000
500,1200,4000,2000
550,1200,4250,1500
550,1200,1750,4500
550,1200,2000,4500
600,1200,1750,3750
750,1200,1750,3000
750,1200,2000,2750
750,1200,2250,2500
750,1200,2500,2250
750,1200,2750,2000
750,1200,3750,1000
850,1200,1000,3500
1150,1200,1750,2000
1150,1200,2000,1750
1150,1200,2500,1250
1300,1200,2500,1000
2950,1200,1000,1000
200,1205,4750,5000
250,1205,4500,4250
350,1205,3750,3250
350,1205,4000,3000
350,1205,4250,2750
400,1205,3500,3250
400,1205,5000,1750
450,1205,4000,2250
450,1205,4750,1750
500,1205,4250,1750
600,1205,1000,4500
850,1205,3250,1250
1150,1205,2250,1500
1600,1205,1000,2000
2150,1205,1000,1500
2500,1205,1250,1000
300,1210,4250,3500
350,1210,3500,3500
350,1210,4750,2250
400,1210,3250,3500
400,1210,4000,2500
450,1210,4250,2000
500,1210,3750,2250
550,1210,3000,2750
550,1210,3250,2500
550,1210,3500,2250
600,1210,1250,4250
1300,1210,1750,1750
1450,1210,1500,1750
300,1215,4500,3250
300,1215,5000,2500
350,1215,3250,3750
350,1215,5000,2000
400,1215,2750,4000
400,1215,3000,3750
400,1215,2750,4000
550,1215,2500,3250
550,1215,2750,3000
850,1215,3500,1000
1300,1215,2000,1500
1300,1215,2250,1250
1850,1215,1000,1750
350,1220,3000,4000
350,1220,3000,4000
400,1220,4250,2250
400,1220,2500,4250
400,1220,2250,4500
400,1220,2000,4750
450,1220,3750,2500
500,1220,3500,2500
550,1220,2000,3750
550,1220,2250,3500
550,1220,1250,4500
850,1220,1750,2750
850,1220,3000,1500
1300,1220,1000,2750
1450,1220,2250,1000
1600,1220,1250,1750
200,1225,5000,4750
350,1225,2750,4250
400,1225,3750,2750
500,1225,4750,1250
550,1225,1750,4000
550,1225,1750,4000
850,1225,2000,2500
850,1225,2750,1750
950,1225,1000,3250
950,1225,1250,3000
950,1225,3000,1250
950,1225,3250,1000
1450,1225,1750,1500
1450,1225,2000,1250
2150,1225,1250,1250
2450,1225,1000,1250
350,1230,2500,4500
350,1230,2250,4750
450,1230,3500,2750
500,1230,4500,1500
550,1230,1500,4250
850,1230,2250,2250
850,1230,2500,2000
950,1230,1750,2500
1850,1230,1250,1500
250,1235,4500,3750
250,1235,4250,4250
300,1235,4750,2750
350,1235,2000,5000
500,1235,1750,4250
500,1235,1500,4500
600,1235,4250,1000
1250,1235,1250,2250
250,1240,5000,3500
250,1240,4000,4250
300,1240,2750,4750
300,1240,2500,5000
400,1240,4500,2000
450,1240,3250,3000
450,1240,4500,1750
500,1240,3250,2750
750,1240,1750,4000
750,1240,1750,4000
900,1240,1000,4000
900,1240,1000,4000
1350,1240,1500,2000
1400,1240,1000,2250
1600,1240,1500,1500
250,1245,4250,4000
250,1245,3750,4750
250,1245,3500,5000
300,1245,3250,4250
300,1245,3000,4500
400,1245,3500,3000
450,1245,2750,3500
450,1245,3000,3250
500,1245,2750,3250
500,1245,3000,3000
800,1245,3250,1250
1050,1245,1250,2750
1250,1245,2500,1000
2150,1245,1500,1000
200,1250,4500,5000
250,1250,4000,4500
300,1250,3500,4000
300,1250,3500,4000
400,1250,3250,3250
400,1250,4750,1750
450,1250,2250,4000
450,1250,2500,3750
450,1250,2250,4000
450,1250,2000,4250
500,1250,2000,4000
500,1250,2250,3750
500,1250,2500,3500
500,1250,2000,4000
650,1250,4000,1000
800,1250,1250,3250
800,1250,3000,1500
1100,1250,2250,1500
1250,1250,1000,2750
1250,1250,1500,2000
1600,1250,1750,1250
1600,1250,2000,1000
1850,1250,1500,1250
300,1255,3750,3750
300,1255,4250,3250
400,1255,3000,3500
400,1255,5000,1500
450,1255,3750,2250
500,1255,3750,2000
550,1255,3500,2000
550,1255,3750,1750
800,1255,3500,1000
1100,1255,2000,1750
1100,1255,2500,1250
1250,1255,1750,1750
1550,1255,1250,2000
1850,1255,1750,1000
2900,1255,1000,1000
200,1260,5000,4500
300,1260,4500,3000
300,1260,5000,2250
350,1260,4750,2000
400,1260,2750,3750
450,1260,4000,2000
450,1260,5000,1250
500,1260,4000,1750
550,1260,1250,4750
600,1260,3750,1500
650,1260,2000,3000
650,1260,2250,2750
650,1260,2500,2500
800,1260,1750,2750
800,1260,2750,1750
1100,1260,1750,2000
1100,1260,2750,1000
1250,1260,2000,1500
1250,1260,2250,1250
1400,1260,1250,2000
2100,1260,1000,1500
200,1265,4750,4750
300,1265,4000,3250
350,1265,2750,4000
350,1265,3000,3750
350,1265,4500,2250
350,1265,2750,4000
350,1265,2500,4250
400,1265,2500,4000
400,1265,2500,4000
400,1265,2250,4250
400,1265,2000,4500
450,1265,4750,1500
500,1265,3500,2250
600,1265,3250,2000
650,1265,1750,3250
650,1265,2750,2250
650,1265,3000,2000
650,1265,3750,1250
800,1265,2000,2500
800,1265,2250,2250
800,1265,2500,2000
250,1270,3750,4250
300,1270,4000,3500
350,1270,3250,3500
350,1270,4250,2500
350,1270,2250,4500
350,1270,2000,4750
450,1270,3500,2500
550,1270,4250,1250
550,1270,1500,4750
550,1270,1250,5000
650,1270,1500,3500
650,1270,3250,1750
650,1270,3500,1500
650,1270,1000,4500
900,1270,1000,3250
1250,1270,1250,2500
1800,1270,1000,1750
350,1275,3500,3250
350,1275,4000,2750
350,1275,1750,5000
550,1275,4000,1500
650,1275,1250,3750
700,1275,3750,1000
900,1275,3000,1250
1400,1275,1500,1750
1400,1275,2250,1000
1550,1275,1000,2000
2450,1275,1250,1000
200,1280,5000,4250
250,1280,5000,3250
300,1280,4750,2500
350,1280,3750,3000
500,1280,3250,2500
600,1280,3500,1750
900,1280,1250,3000
1100,1280,1000,3000
1400,1280,1750,1500
450,1285,3250,2750
450,1285,4250,1750
500,1285,3000,2750
550,1285,3000,2500
550,1285,3250,2250
600,1285,3000,2250
600,1285,4000,1250
850,1285,1000,3750
900,1285,3250,1000
1400,1285,2000,1250
250,1290,4750,3500
400,1290,3250,3000
450,1290,3000,3000
500,1290,2750,3000
500,1290,4750,1000
500,1290,1000,4750
550,1290,2500,3000
550,1290,2750,2750
600,1290,1250,4000
600,1290,1750,3500
600,1290,2250,3000
600,1290,2500,2750
600,1290,2750,2500
600,1290,1250,4000
700,1290,1750,3000
700,1290,2000,2750
700,1290,2250,2500
700,1290,2500,2250
700,1290,2750,2000
900,1290,1500,2750
1200,1290,2500,1000
1550,1290,1250,1750
1700,1290,1250,1750
2100,1290,1250,1250
200,1295,4250,5000
250,1295,4250,3750
250,1295,3500,4750
250,1295,3250,5000
300,1295,4500,2750
450,1295,2750,3250
500,1295,2000,3750
500,1295,2250,3500
500,1295,4500,1250
550,1295,2000,3500
550,1295,2250,3250
600,1295,2000,3250
700,1295,1500,3250
700,1295,3000,1750
900,1295,1750,2500
900,1295,2750,1500
1200,1295,1500,2000
1200,1295,2250,1250
200,1300,5000,4000
250,1300,3750,4500
350,1300,5000,1750
400,1300,3000,3250
400,1300,3500,2750
400,1300,4250,2000
400,1300,4500,1750
450,1300,2500,3500
500,1300,2500,3250
500,1300,4250,1500
500,1300,1250,4500
550,1300,1750,3750
700,1300,1250,3500
700,1300,3500,1250
700,1300,2000,5000
800,1300,1250,4500
900,1300,2000,2250
900,1300,2250,2000
900,1300,2500,1750
1200,1300,1750,1750
1200,1300,2000,1500
1800,1300,1250,1500
200,1305,4750,4500
250,1305,4000,4000
300,1305,2750,4500
300,1305,2500,4750
300,1305,2250,5000
400,1305,2750,3500
400,1305,3750,2500
400,1305,4000,2250
400,1305,4750,1500
400,1305,2250,5000
450,1305,2000,4000
450,1305,2250,3750
450,1305,2000,4000
450,1305,1750,4250
450,1305,1500,4500
650,1305,1000,4000
650,1305,1000,4000
700,1305,1000,3750
700,1305,3250,1500
1000,1305,1000,3000
1550,1305,1500,1500
2400,1305,1000,1250
200,1310,4500,4750
300,1310,3250,4000
300,1310,3250,4000
300,1310,3000,4250
400,1310,2250,4000
400,1310,2500,3750
400,1310,5000,1250
400,1310,2250,4000
450,1310,4500,1500
1000,1310,2500,1500
1500,1310,1000,2250
1550,1310,2000,1000
1800,1310,1500,1250
2100,1310,1500,1000
2850,1310,1000,1000
300,1315,5000,2000
400,1315,2000,4250
400,1315,1250,5000
850,1315,1000,3250
850,1315,3000,1250
1000,1315,2000,2000
1000,1315,2250,1750
1000,1315,2750,1250
1000,1315,3000,1000
1350,1315,1250,2000
1550,1315,1750,1250
1800,1315,1750,1000
2050,1315,1000,1500
250,1320,5000,3000
300,1320,3500,3750
300,1320,4250,3000
400,1320,1750,5000
450,1320,1500,4750
500,1320,3500,2000
750,1320,3500,1000
850,1320,1250,3250
850,1320,3250,1000
1200,1320,1250,2500
1350,1320,2250,1000
200,1325,4750,4250
300,1325,3750,3500
300,1325,4750,2250
450,1325,4750,1250
450,1325,5000,1000
450,1325,2000,4750
500,1325,3250,2250
500,1325,3750,1750
850,1325,1250,3000
850,1325,2750,1500
1000,1325,1750,2250
1750,1325,1000,1750
250,1330,4750,3250
300,1330,3750,3250
750,1330,2000,2500
750,1330,2250,2250
750,1330,2500,2000
850,1330,1500,2750
1350,1330,1750,1500
1350,1330,2000,1250
1500,1330,1000,2000
200,1335,4750,4000
250,1335,3500,4250
500,1335,3000,2500
750,1335,1750,2750
750,1335,2750,1750
850,1335,1750,2500
850,1335,2000,2250
850,1335,2500,1750
200,1340,4000,5000
250,1340,4500,3500
300,1340,3500,3500
300,1340,4500,2500
400,1340,1750,4750
500,1340,1750,4500
700,1340,1250,5000
850,1340,2250,2000
1150,1340,1000,2750
2400,1340,1250,1000
250,1345,3000,5000
450,1345,4250,1500
500,1345,2750,2750
750,1345,1250,3250
750,1345,3250,1250
800,1345,1750,3000
1750,1345,1250,1500
200,1350,4500,4500
250,1350,3500,4500
250,1350,3250,4750
400,1350,4500,1500
500,1350,2250,3250
500,1350,2500,3000
500,1350,1000,4500
500,1350,1250,5000
750,1350,3000,1500
1100,1350,1000,2750
200,1355,4250,4750
250,1355,4000,3750
250,1355,5000,2750
350,1355,3500,3000
400,1355,4750,1250
500,1355,2000,3500
550,1355,3250,2000
550,1355,3500,1750
1100,1355,1250,2500
2050,1355,1250,1250
250,1360,3750,4000
250,1360,3250,4500
300,1360,4250,2750
350,1360,3250,3250
350,1360,4000,2500
350,1360,4250,2250
450,1360,3000,2750
450,1360,3250,2500
450,1360,1750,4500
450,1360,1250,5000
550,1360,4250,1000
550,1360,1000,4500
600,1360,1500,4000
600,1360,1500,4000
800,1360,1000,3500
850,1360,1500,3000
1300,1360,2250,1000
1750,1360,1500,1250
2800,1360,1000,1000
350,1365,3000,3500
350,1365,3750,2750
350,1365,4500,2000
350,1365,5000,1500
450,1365,4000,1750
550,1365,3750,1500
950,1365,1250,2750
950,1365,2750,1250
950,1365,3000,1000
1300,1365,1250,2000
1500,1365,2000,1000
1750,1365,1750,1000
200,1370,4500,4250
250,1370,4750,3000
300,1370,2750,4250
300,1370,2500,4500
300,1370,2250,4750
300,1370,2000,5000
350,1370,2500,4000
350,1370,2750,3750
350,1370,4750,1750
350,1370,2500,4000
350,1370,2250,4250
350,1370,2000,4500
450,1370,2500,3250
450,1370,2750,3000
450,1370,3750,2000
450,1370,1000,4750
500,1370,4000,1500
550,1370,3000,2250
600,1370,3750,1250
650,1370,1750,3500
1300,1370,1500,1750
1300,1370,2000,1250
1500,1370,1500,1500
1500,1370,1750,1250
2050,1370,1500,1000
2350,1370,1000,1250
300,1375,3000,4000
300,1375,3000,4000
350,1375,1750,4750
350,1375,1500,5000
450,1375,1750,4000
450,1375,2000,3750
450,1375,2250,3500
450,1375,3500,2250
450,1375,1750,4000
450,1375,1250,4500
550,1375,2750,2500
550,1375,4000,1250
550,1375,1000,4250
950,1375,1500,2500
1300,1375,1750,1500
200,1380,4500,4000
250,1380,4500,3250
250,1380,3000,4500
300,1380,3250,3750
300,1380,4000,3000
400,1380,5000,1000
500,1380,1000,5000
550,1380,1250,4000
550,1380,1500,3750
550,1380,1750,3500
550,1380,2500,2750
550,1380,1250,4000
600,1380,1750,3250
600,1380,2000,3000
600,1380,2250,2750
600,1380,2500,2500
650,1380,1000,4250
950,1380,1750,2250
950,1380,2500,1500
200,1385,3750,5000
250,1385,4250,3500
450,1385,4500,1250
500,1385,4250,1250
550,1385,2000,3250
600,1385,2750,2250
950,1385,2000,2000
950,1385,2250,1750
1700,1385,1000,1750
2000,1385,1000,1500
200,1390,5000,3750
200,1390,4250,4500
300,1390,4500,2250
300,1390,4750,2000
450,1390,4750,1000
500,1390,4500,1000
550,1390,2250,3000
800,1390,2000,2250
800,1390,2250,2000
800,1390,3250,1000
150,1395,5000,5000
200,1395,4000,4750
250,1395,5000,2500
250,1395,3250,4250
300,1395,5000,1750
450,1395,1750,4750
600,1395,3250,1750
600,1395,3500,1500
650,1395,1000,3750
650,1395,1000,4750
800,1395,1750,2500
800,1395,2500,1750
900,1395,2750,1250
1150,1395,1750,1750
1150,1395,2000,1500
1150,1395,2250,1250
250,1400,4000,3500
250,1400,3000,4750
250,1400,2750,5000
300,1400,4250,2500
500,1400,1500,4250
650,1400,1500,3250
650,1400,2750,2000
650,1400,3500,1250
900,1400,1000,3000
900,1400,3000,1000
1050,1400,1000,2750
1050,1400,1000,3000
1700,1400,1250,1500
250,1405,3750,3500
300,1405,3500,3250
600,1405,3000,2000
600,1405,4000,1000
650,1405,1250,4500
800,1405,2750,1500
250,1410,3750,3750
250,1410,4750,2750
300,1410,3250,3500
400,1410,4250,1750
800,1410,3000,1250
900,1410,2500,1500
1450,1410,1250,1750
1450,1410,2000,1000
2350,1410,1250,1000
150,1415,5000,4750
200,1415,4250,4250
300,1415,3750,3000
400,1415,3500,2500
400,1415,1750,4250
400,1415,1500,4500
400,1415,1000,5000
600,1415,1000,4000
600,1415,1250,3750
600,1415,1000,4000
800,1415,1000,3250
900,1415,1750,2250
900,1415,2250,1750
1050,1415,2750,1000
1200,1415,1250,2250
1700,1415,1500,1250
1700,1415,1750,1000
2000,1415,1250,1250
2750,1415,1000,1000
150,1420,5000,4500
250,1420,3500,4000
250,1420,4500,3000
250,1420,3500,4000
300,1420,4000,2750
400,1420,2000,4000
400,1420,2250,3750
400,1420,2500,3500
400,1420,2750,3250
400,1420,4000,2000
400,1420,4500,1250
400,1420,2000,4000
450,1420,1250,4750
450,1420,1000,5000
550,1420,1500,4000
550,1420,1500,4000
600,1420,1500,3750
650,1420,1750,3000
650,1420,2000,2750
650,1420,2250,2500
650,1420,2500,2250
700,1420,3000,1500
900,1420,2000,2000
950,1420,1500,2750
1050,1420,1250,2500
1450,1420,1500,1500
1450,1420,1750,1250
200,1425,5000,3500
250,1425,2750,4500
400,1425,3000,3000
400,1425,3750,2250
400,1425,4750,1000
500,1425,2750,2500
600,1425,1250,4750
1050,1425,2250,1500
1050,1425,2500,1250
150,1430,4750,5000
200,1430,4750,3750
200,1430,4250,4000
200,1430,3500,5000
250,1430,4250,3250
300,1430,2500,4250
300,1430,2250,4500
300,1430,2000,4750
400,1430,3250,2750
500,1430,3750,1500
500,1430,1250,4750
1050,1430,1500,2250
1050,1430,1750,2000
1050,1430,2000,1750
2000,1430,1500,1000
200,1435,4000,4500
250,1435,5000,2250
300,1435,2750,4000
300,1435,2750,4000
400,1435,3250,2500
500,1435,2250,3000
500,1435,2500,2750
150,1440,5000,4250
200,1440,3750,4750
250,1440,2750,4750
300,1440,3000,3750
400,1440,1500,5000
500,1440,1750,3500
500,1440,2000,3250
500,1440,1500,5000
600,1440,1000,4250
700,1440,3250,1250
1100,1440,1500,2250
2300,1440,1000,1250
350,1445,3750,2500
450,1445,3750,1750
650,1445,3250,1500
800,1445,1500,3000
1650,1445,1000,1750
150,1450,4750,4750
250,1450,4750,2500
250,1450,2500,5000
350,1450,3000,3250
350,1450,4000,2250
350,1450,4250,2000
650,1450,3000,1750
1250,1450,1750,1500
1250,1450,2000,1250
1950,1450,1000,1500
250,1455,3000,4250
350,1455,2750,3500
350,1455,4500,1750
350,1455,4750,1500
350,1455,5000,1250
450,1455,2250,3250
450,1455,4000,1500
550,1455,3250,1750
1000,1455,2750,1000
1250,1455,1500,1750
1650,1455,1250,1500
150,1460,4500,5000
200,1460,5000,3250
200,1460,4000,4250
250,1460,4500,2750
250,1460,2500,4750
300,1460,4250,2250
350,1460,2250,4000
350,1460,2500,3750
350,1460,2250,4000
350,1460,2000,4250
450,1460,1500,4000
450,1460,1750,3750
450,1460,2000,3500
450,1460,4250,1250
450,1460,1500,4000
500,1460,3500,1750
550,1460,3000,2000
650,1460,3750,1000
700,1460,1000,3500
700,1460,2750,1750
1000,1460,2500,1250
1250,1460,1000,2500
1400,1460,1250,1750
1400,1460,1500,1500
1400,1460,1750,1250
1400,1460,2000,1000
200,1465,4750,3500
250,1465,3500,3750
250,1465,2250,4750
300,1465,4000,2500
300,1465,4500,2000
300,1465,4750,1750
350,1465,3500,2750
350,1465,1750,4500
500,1465,3000,2250
550,1465,3500,1500
1000,1465,1250,2500
1650,1465,1500,1250
1650,1465,1750,1000
2700,1465,1000,1000
150,1470,4750,4500
200,1470,4500,3750
250,1470,3250,4000
250,1470,3500,3500
250,1470,4250,3000
250,1470,3250,4000
300,1470,5000,1500
350,1470,3250,3000
450,1470,4500,1000
550,1470,2750,2250
700,1470,1250,3250
700,1470,3500,1000
